ObjectID,cutBy2_0,cutBy2_1,cutBy4_0,cutBy4_1,cutBy4_2,cutBy4_3,cutBy8_0,cutBy8_1,cutBy8_2,cutBy8_3,cutBy8_4,cutBy8_5,cutBy8_6,cutBy8_7,amusement,awe,contentment,excitement,anger,disgust,fear,sadness,something else
80327,74653f,b39e61,84754d,645630,ab904c,bbab77,a28548,7b6633,b49b4f,4e452c,7c6945,8d8156,ae9e70,c7b87e,0.0402329750359058,0.2444112598896026,0.1970964521169662,0.0661140829324722,0.0170870199799537,0.0439073033630847,0.110023595392704,0.1185290366411209,0.1625981777906417
80441,645a58,c9c5c2,d7d8d5,bab3af,443734,847d7d,c1c1bc,d7d8d5,2b2b31,9c9a98,5e4438,6d6162,b39495,b3b3b0,0.1414155960083007,0.1026631817221641,0.1641665697097778,0.0955498293042182,0.0396091528236866,0.0733926519751548,0.085656501352787,0.0718719437718391,0.2256744652986526
79783,2f2b28,857a65,5b4936,2f2b28,868161,d8d6c9,726b40,d8d6c9,797a6b,867c43,5b4936,2f2b28,989586,b3b2a4,0.0950979739427566,0.1213047355413436,0.2692675590515136,0.0637878775596618,0.0177208054810762,0.0462276004254817,0.068152405321598,0.0847619175910949,0.2336790859699249
80440,999695,d7d7df,d7d7df,c7c7ce,4d4536,888581,d7d7df,a7a6a9,949286,3d3a2f,736e6a,c7c7ce,5c3e37,5e6342,0.1089665070176124,0.090220496058464,0.1982709914445877,0.0644096210598945,0.0321642309427261,0.0826247185468673,0.0614916011691093,0.0737635642290115,0.2880882322788238
80454,584a43,bebbbf,d3d2d7,a9a4a7,433a34,6d5953,d3d2d7,674843,bebcbf,858386,433a34,a39498,67655f,7f7168,0.0908734500408172,0.0986400321125984,0.1646268367767334,0.0781659483909607,0.0451498255133628,0.0854359120130539,0.1020708754658699,0.0771879181265831,0.2578490972518921
79797,cdcdc1,dbdccf,d2d3c7,dbdccf,c2c1b5,cecec1,d2d3c7,cbcabc,cecec1,c8c7ba,c0c0b5,dbdccf,72726b,b9b9af,0.0596115849912166,0.0604769773781299,0.1871726363897323,0.0239134859293699,0.0549446456134319,0.0664543434977531,0.0382779464125633,0.1374841183423996,0.3716642558574676
80332,69665e,928471,787874,5a5449,917f67,93897b,8f8670,93897b,3a3936,544c44,6c6654,787874,8c7a62,98765b,0.0777372270822525,0.1346735209226608,0.2182227522134781,0.0370767712593078,0.0252229049801826,0.0558042414486408,0.0906530246138572,0.1790516972541809,0.1815578490495681
79973,6c695a,b1aa8a,89846e,b1aa8a,3b3d39,635e52,474943,908d76,bab494,a8a07f,817c66,635e52,23282a,3a3835,0.041783582419157,0.2181206345558166,0.2524243295192718,0.0529260523617267,0.014331366866827,0.0475048385560512,0.067368671298027,0.1491509974002838,0.1563895344734192
116324,222222,bcb9a6,e1ddc8,222222,4f4e48,ded9c2,282828,ded9c2,e1ddc8,222222,d9d4bc,333330,7e7c6e,b1ae9b,0.0767128095030784,0.061339084059,0.1989719867706298,0.0308960881084203,0.0552423857152462,0.0588564611971378,0.0351379625499248,0.1056769043207168,0.3771663308143616
84183,524e4d,afa9a4,c3beb8,9a9590,3b3839,686462,5c5857,322f30,454141,8e8984,a7a19b,75706e,bbb6b0,ccc6c0,0.0473003908991813,0.1199330016970634,0.1369058489799499,0.0565728619694709,0.0347759872674942,0.0566221438348293,0.2258800715208053,0.1268931627273559,0.1951165944337844
80483,56544d,e7e2cd,232322,e7e2cd,42403a,d1ccb4,3a3835,33322d,232322,e7e2cd,545149,7b786c,c8c3a9,d9d5bf,0.0658617466688156,0.0663941130042076,0.1755703389644622,0.0262162312865257,0.0484717562794685,0.0633768811821937,0.0849572345614433,0.1419256180524826,0.3272259831428528
415343,669293,b8b391,bea472,b1c2b0,5d6c63,6fb7c3,6eb6c0,6fb7c3,87b8ba,53402a,dbcca7,bea472,5c5447,65a0a7,0.1379639208316803,0.1213257312774658,0.1937842965126037,0.0328417159616947,0.0300449337810277,0.071273386478424,0.0948103666305542,0.1419552862644195,0.1760003119707107
79740,96917f,c9c6b2,c9c6b2,b7b5a1,504535,999582,a6a695,706652,c9c6b2,b7b5a1,9c9883,857c64,453b2f,5b4e3c,0.057984609156847,0.0725699588656425,0.1659085154533386,0.028360728174448,0.0564581453800201,0.0721761584281921,0.0675118193030357,0.1665533632040023,0.3124766945838928
80497,1b1a1e,7d7c7a,1b1a1e,232226,bcbab1,f4f2ea,efede4,f4f2ea,1b1a1e,232226,d7d4cb,57554f,8b887f,afada4,0.1080467626452446,0.0683273002505302,0.2141835987567901,0.0473353639245033,0.0482541248202323,0.058412030339241,0.0449783839285373,0.0843207165598869,0.326141744852066
79032,626454,b8bdac,c5cabc,abaf9d,464533,7f8375,acb4a7,373b30,554e36,949d93,696a57,c5cabc,a5a489,adb09b,0.0525155439972877,0.1631630957126617,0.2868080139160156,0.0529398210346698,0.0167887918651103,0.0407407954335212,0.0571530386805534,0.1046075448393821,0.2252832353115081
78476,252e22,575038,393728,252e22,5b573d,8d7c55,22291e,5b5132,5b5e49,283326,856b3a,958d6f,3a3121,393d2f,0.0967494398355484,0.1136404722929,0.1699927747249603,0.0712715312838554,0.0410683564841747,0.0679521113634109,0.1053941696882247,0.1007537841796875,0.2331774085760116
79768,22282f,bbaa92,c7cac5,22282f,975849,c9bd77,c7cac5,989d99,952c22,161817,c9bd77,986d46,141945,465646,0.1121824607253074,0.1142319738864898,0.1432575285434723,0.1242558136582374,0.0399324558675289,0.0942226946353912,0.1100077554583549,0.0662981420755386,0.1956110596656799
78310,bfbbb7,eeede8,eaeae5,eeede8,463936,e0deda,e8e7e3,e6e4de,eaeae5,eeede8,dddcd6,463936,ae9f9a,c6c5c2,0.0729081630706787,0.0526062361896038,0.2090656012296676,0.025255711749196,0.0459375642240047,0.0617362894117832,0.0339744500815868,0.1201215833425521,0.3783944547176361
80642,686351,a7a187,7c7761,534f40,999176,b5b198,aca68c,9c977f,625d4a,968b6d,bebca3,7c7761,3a372e,4e4c3e,0.0556279420852661,0.1764230728149414,0.1615612655878067,0.073381558060646,0.026506433263421,0.0775718912482261,0.1308095455169677,0.1038939952850341,0.1942241638898849
101472,4b3b32,ded3ce,1f1d24,ded3ce,373334,ba7f4b,1f1d24,373334,eeeceb,c6a34b,dbd7d0,ae5c4a,a9978d,d9a597,0.0727710053324699,0.0534664578735828,0.2853612899780273,0.0293065067380666,0.0354016348719596,0.0514428727328777,0.0206627044826746,0.1002893969416618,0.3512981235980987
79581,9e957d,d9dbd9,edecea,c6cac8,7a827a,c3a980,edecea,e5e3e0,c2c1b4,8d9583,89a0ad,676e70,c19c85,c5b77b,0.1459881663322448,0.0786956995725631,0.2923626899719238,0.0679783299565315,0.0162457078695297,0.0510826930403709,0.0251754894852638,0.0527751259505748,0.2696960270404815
78847,524c51,999ba3,615e6a,423a39,7e8285,b3b4c1,292d34,969cb3,50515e,d1cccf,736b75,7e8285,3f3e3d,77503e,0.1118166595697403,0.1256128251552581,0.3963030278682709,0.0760576799511909,0.0069233956746757,0.0363121256232261,0.0250807125121355,0.0596185326576232,0.1622750163078308
80124,595b34,c8b444,6b753c,46422c,baa03d,d5c94b,c0b342,4e653f,d5c94b,5b4629,b48d39,888538,2d361b,374544,0.0817656368017196,0.0874278843402862,0.2788408398628235,0.0510357283055782,0.0271607246249914,0.0716277137398719,0.0543581135571002,0.1163232252001762,0.231460154056549
80130,362e30,635d5c,514a49,362e30,665f5e,85817f,665f5e,969492,777270,514a49,878280,362e30,a2a1a3,b3b1af,0.0518318489193916,0.0699471086263656,0.1807090640068054,0.026605861261487,0.0512561984360218,0.0656592547893524,0.0557455234229564,0.1546049118041992,0.3436400890350342
79595,515d5a,b0b9a6,c5cdbf,9aa48c,394446,69756d,677a73,c5cdbf,6a7167,54656a,acb3a2,1e2422,6b8077,a6aa74,0.1005595698952674,0.0579277612268924,0.2288289070129394,0.0410768762230873,0.0513751320540905,0.0566159486770629,0.0340442880988121,0.0879009738564491,0.3416705131530761
80656,393330,988a7e,6b615b,393330,ad8d79,dfd7ca,b4a090,28292a,6b5445,6a6e71,dfd7ca,4b3c36,a26d4e,aa8774,0.1862144321203231,0.0998926311731338,0.2448790222406387,0.110020026564598,0.0196363981813192,0.0538859292864799,0.0378785468637943,0.0502712614834308,0.197321742773056
187159,d7cfc1,e6e1d4,dfd9cc,e6e1d4,c0b7a6,dbd5c8,dfd9cc,bdb4a4,c1b8a7,c7bdab,dbd5c8,e6e1d4,9a9489,bab1a0,0.0654394105076789,0.0629440695047378,0.1803173571825027,0.0284944344311952,0.0575122497975826,0.0710080415010452,0.0537972375750541,0.1345055699348449,0.3459815084934234
88222,c7c3bf,d2ceca,cbc7c3,d2ceca,bfbbb7,c7c3be,c4c0bb,c2bdb8,bfbbb6,cbc7c3,c7c3be,d2ceca,989591,bdb9b4,0.0561102665960788,0.0621033683419227,0.2246987968683242,0.0228699967265129,0.0445538945496082,0.0578887313604354,0.0286147724837064,0.1392211467027664,0.3639390170574188
80118,1c2025,86766a,a19e8c,1c2025,652f2c,736c63,63635c,16191b,82746a,792323,a19e8c,513b35,1d2021,292f3b,0.1137344166636467,0.0868194550275802,0.1904096901416778,0.0793466567993164,0.0391912497580051,0.0848290771245956,0.0761441364884376,0.0722076892852783,0.2573176324367523
91015,7c6060,c26f65,e19885,7c6060,922c32,b55f5a,922c32,e19885,943038,797472,746c6a,8b2b32,cb8877,df9481,0.0607356578111648,0.054805401712656,0.2917790114879608,0.0279908459633588,0.0341906510293483,0.0541683956980705,0.0189280062913894,0.1100153550505638,0.3473865985870361
79542,5e726b,b9a787,798e79,42555e,b19874,c1b59a,b1a38b,839587,70876b,2d4c58,c1b59a,585e64,b47c58,ae9f61,0.0362161993980407,0.148450955748558,0.31179940700531,0.0599839724600315,0.0143344281241297,0.0413436703383922,0.0984321236610412,0.111531987786293,0.1779072880744934
80681,353b3c,949086,353b3c,7c7061,959b97,c5c6be,737872,959b97,62645e,99866c,825f4a,353b3c,bebaac,cdd2d1,0.0501626208424568,0.1478115320205688,0.2364396303892135,0.0681281834840774,0.0213001314550638,0.0527333654463291,0.1084230691194534,0.1089245826005935,0.2060767710208892
79224,37271e,77746b,37271e,655b4b,68757d,aaa69b,68757d,4c3e31,949088,37271e,5b5348,766e59,b2aea2,cfcab8,0.0335319712758064,0.1568271070718765,0.2028654664754867,0.0415869690477848,0.0325612425804138,0.0610463581979274,0.1076178252696991,0.1549580842256546,0.2090048938989639
79556,c46b5e,e3e1d1,e3e1d1,cd7b69,a6514c,d1645c,d1645c,ca5f57,ae534d,d06c5f,573534,ca8973,e1dbbd,e6e7e4,0.1240954995155334,0.0994753465056419,0.2756597101688385,0.0698888301849365,0.0185674261301755,0.0532347150146961,0.036385890096426,0.0565711632370948,0.2661213874816894
142588,544546,c5b3bc,cabfc9,c0a7ae,231f20,846a6b,bdb2bb,c1b6bf,cabfc9,231f20,643b35,a499a2,c94e46,bbb0b9,0.0984823554754257,0.0985219478607177,0.1438710838556289,0.0630883947014808,0.0385309346020221,0.091270588338375,0.1617098748683929,0.1018882021307945,0.202636569738388
216607,989379,b3af95,a19c81,8e8a71,aba68a,bbb8a1,b5b196,999479,a19c81,b1ad91,aba68a,848069,bebca9,eeeeeb,0.0433990284800529,0.0427546799182891,0.1761461794376373,0.0155000556260347,0.0623311698436737,0.0645788237452507,0.0333579070866107,0.1743402779102325,0.3875918984413147
78648,464a4a,746b66,6b5a56,464a4a,747364,868686,687064,40403e,757b7d,4d5355,6b5a56,98918f,747568,8c7861,0.0452273003757,0.151596337556839,0.1381716728210449,0.0658395737409591,0.0282335132360458,0.068197026848793,0.2077544629573822,0.1136394962668418,0.1813404262065887
78660,363a37,414d49,363a37,3b4844,434c48,4a5a56,4f625c,4c5954,455552,434c48,596861,363a37,3a4541,3c4b48,0.0445868484675884,0.06460802257061,0.1822731047868728,0.0215966794639825,0.0628861337900161,0.0646675676107406,0.0514836125075817,0.1856737732887268,0.3222242593765259
79218,212025,5c5755,212025,383537,6d6763,908a83,212025,2c2a2e,77716d,87817b,645d5a,99938b,3b3838,4d4947,0.0437987893819808,0.0544667094945907,0.1364502906799316,0.0152989765629172,0.0648674294352531,0.0665456131100654,0.0664339214563369,0.2067799568176269,0.345358282327652
78674,63433b,9e898c,737082,c8a296,373332,8e5344,c08176,823b3e,5e5775,373332,9a6b4a,88898f,cabba5,d7cdc6,0.0898474678397178,0.1363307982683181,0.1599385440349578,0.0895395725965499,0.036384642124176,0.068565547466278,0.1285518109798431,0.1362244337797165,0.1546170860528946
78933,3b3d31,8e7b52,3b3d31,7a5738,a2934a,a4a88f,8f8949,b49e4c,7d6638,7c432c,a4a88f,74714f,2e3129,474a39,0.0977343022823333,0.1130780130624771,0.2225746512413025,0.0988595634698867,0.030370008200407,0.0756391882896423,0.0717862769961357,0.0766822844743728,0.2132756859064102
79393,17151d,7c665b,17151d,433f42,b76e4c,b5ac9d,17151d,282c41,5d5351,b5ac9d,7d7d7b,b76e4c,1a1820,322724,0.0744433104991912,0.1140913888812065,0.1999958753585815,0.0685831382870674,0.043346744030714,0.073022074997425,0.0953725799918174,0.0988866165280342,0.2322582006454467
80050,775a32,c0a56b,93703c,5c4429,b28f4c,cebb8b,ba9b5b,ab833e,926a2d,70522f,483623,cebb8b,8e6d44,9a8050,0.0505607277154922,0.1501929312944412,0.1643638908863067,0.0425434634089469,0.0226029604673385,0.0598309710621833,0.1752115786075592,0.1771580576896667,0.157535433769226
80044,444d46,989882,afaf97,81816d,383730,50625c,bdbea8,838b84,bab48b,383730,807756,50625c,a0a088,a5a8a1,0.0303755979984998,0.1717609912157058,0.2911176681518554,0.0395670868456363,0.0190252587199211,0.0350905954837799,0.048872485756874,0.1741647124290466,0.1900255978107452
79387,202631,989580,c5c2a8,202631,574f3d,7f8175,20201d,212833,d0cfbb,b9b494,1e3058,7f8175,473c30,67624a,0.0883153080940246,0.1282733380794525,0.2259561717510223,0.0690045952796936,0.0289016887545585,0.0559041462838649,0.0770697891712188,0.0928307548165321,0.2337441444396972
80078,716d57,b1ab9c,bebbb1,a39c86,6a6546,787568,666349,7f7647,a6a298,44433f,787568,a19675,abacac,d2c9b7,0.0916424915194511,0.1763596981763839,0.2803208529949188,0.0592814050614833,0.0123096778988838,0.0355368256568908,0.040094681084156,0.0638941675424575,0.2405601441860199
98637,8a8986,939290,8d8c89,939290,83827f,8a8986,93928f,908f8d,878684,8d8c89,8a8986,999896,787875,848481,0.0479702465236187,0.0545651353895664,0.1973694115877151,0.0190240461379289,0.0582422353327274,0.0594983473420143,0.0303262397646904,0.1599055677652359,0.3730987906455993
205928,982831,a53039,a22833,982831,a42d36,ab4246,a22833,a53138,a42d36,a7363b,ae4d51,c4928b,912730,9e2933,0.1033290475606918,0.0707722157239914,0.2028743177652359,0.0545707866549491,0.0565825477242469,0.0642348229885101,0.0476893223822116,0.0842406824231147,0.3157061338424682
420065,372c2f,d0c0a8,ececec,372c2f,ad8549,bda480,ececec,211a27,ad8549,b28a4e,dadada,b4a38a,271f2c,745b42,0.0535872466862201,0.0472392626106739,0.179203063249588,0.0176534540951252,0.0572021566331386,0.0626382231712341,0.0485002398490905,0.1729597300291061,0.3610166609287262
78728,24222a,615349,24222a,55402d,353e5e,a58f6e,33312d,7f5954,353e5e,ccc04a,c9cbc3,24222a,58452b,975b30,0.0724426656961441,0.139082133769989,0.1394952535629272,0.0797282382845878,0.0202769935131073,0.0637630298733711,0.2483105212450027,0.0752192884683609,0.1616818159818649
79436,dfdfdf,f2f2ed,e8e9e6,f2f2ed,d1cfce,dbdce0,d2d4d4,e8e9e6,c4c8d2,dbdce0,f2f2ed,d9d5d1,a09e9c,cdc8c1,0.07855836302042,0.0896649956703186,0.2229022532701492,0.0381045974791049,0.029429817572236,0.0611508637666702,0.0475288331508636,0.094835415482521,0.3378248512744903
79350,5d6f79,809ab8,435f75,777f7d,6786aa,99adc5,49698b,6786aa,6b888b,b29162,3c555f,5f7283,819dbf,b0bdcc,0.1103477701544761,0.087625041604042,0.3059284687042236,0.0608076080679893,0.0178047008812427,0.0639603585004806,0.0400876179337501,0.0792439579963684,0.2341944575309753
79344,c29844,cda64b,d1a94a,c29844,c9a048,c9a54e,cda549,d1a94a,c9a048,cba349,caa24b,c29844,a0b395,c6a653,0.0729279071092605,0.1016987785696983,0.2210601270198822,0.0496614463627338,0.0290360376238822,0.0765414386987686,0.0510294735431671,0.0911444425582885,0.3069003820419311
80087,352a17,b68330,0c0d10,b68330,191811,a4762c,a6772c,ac7b2d,a9792d,0c0d10,b68330,191811,59451c,996f29,0.062718242406845,0.0480387695133686,0.1632232666015625,0.0220225062221288,0.0659964233636856,0.0645510330796241,0.0442574135959148,0.1357686966657638,0.3934236168861389
79422,432f2c,6c5e55,5e4f3e,432f2c,5b565a,98817c,d5cbbe,978982,5e4f3e,82605e,5b565a,b3aba2,322c2a,54312d,0.0584441684186458,0.0958242043852806,0.2322563380002975,0.0385164208710193,0.0304100830107927,0.0550008863210678,0.0978806689381599,0.1468461751937866,0.2448209673166275
78714,292a20,a0773d,292a20,8a422c,8b8941,e0cf5a,af402f,e0cf5a,8b3824,757c33,63573b,292a20,9a8e43,a89c5c,0.110189713537693,0.1674072444438934,0.2010174244642257,0.1308881491422653,0.0256876312196254,0.0481776669621467,0.0837540626525878,0.055928248912096,0.1769497692584991
79378,3e3838,7a6554,6b5042,3e3838,85704f,8c857d,78694f,77726c,927650,6b5042,382e2d,434244,988c7b,aba59f,0.0593204833567142,0.1390611976385116,0.250688225030899,0.064686968922615,0.0269841011613607,0.0618251673877239,0.0649412795901298,0.0968339741230011,0.2356585711240768
80252,303438,77554a,2c2a21,343d4f,744b2f,7a5f65,2c2a21,6e6b5e,6e4b61,783e27,9e7c75,705737,363e3c,333c63,0.0740304514765739,0.1377170383930206,0.3338826298713684,0.0541178993880748,0.009322952479124,0.0344761498272419,0.0710265785455703,0.0935505107045173,0.1918758600950241
196478,242525,7b6067,242525,282828,c1909d,daa2b1,d19ba9,d49dab,242525,daa2b1,282828,55464b,b08690,cc99a6,0.0709570869803428,0.0590900368988513,0.2014827281236648,0.0258079022169113,0.0461775213479995,0.0653749927878379,0.039660520851612,0.1279516518115997,0.3634976148605346
80534,362927,756e62,362927,8f887a,504743,656053,91897c,978f82,656053,38312e,7d7766,342121,523f37,4e4f4e,0.0538771152496337,0.0698916167020797,0.1636913567781448,0.0243390016257762,0.0510695055127143,0.0688316375017166,0.0774144828319549,0.1690099239349365,0.3218753039836883
79185,5d5251,958275,846c61,a79789,534746,675e5b,a29992,b7a797,88746d,806555,534746,675e5b,96897c,ac937e,0.0340836383402347,0.1300492882728576,0.1469656527042389,0.0306428205221891,0.0294195190072059,0.0536563880741596,0.1509784609079361,0.2630926370620727,0.1611115336418151
80246,323b42,79674c,78613d,323b42,576060,9e7a58,9b744d,906b3f,5f563a,354051,576060,2e3733,a27b56,a0866f,0.0958482697606086,0.1454270184040069,0.2074019908905029,0.0654147490859031,0.0177259016782045,0.085216537117958,0.0914464071393013,0.1252321898937225,0.1662868708372116
80508,765744,b7bfb4,433d49,a9713f,9aada8,d5d2c0,99aaa4,aebdb2,9e4e2f,d5d2c0,b49350,71909a,392b3a,4c4f57,0.0334344431757926,0.2796496152877807,0.2493613958358764,0.0704149827361106,0.009043245576322,0.0273755099624395,0.1188336983323097,0.0950880199670791,0.1167990490794181
79813,2d2d2a,6a5d3e,2d2d2a,544831,726239,8e825b,494330,747052,a38956,2d2d2a,5e4e32,ab9d73,675d38,7d683a,0.0639418512582779,0.0710528641939163,0.1993053406476974,0.029582105576992,0.0425228476524353,0.060200311243534,0.0855497568845748,0.1566900908946991,0.2911548316478729
79807,bfb5a8,e2e3dd,e2e3dd,d2c9ba,9e9186,bcb1a6,8b7d76,998c84,bcb1a6,ada092,e2e3dd,7c716a,cec3b2,d5cfc2,0.0723065882921218,0.0962123945355415,0.2117475718259811,0.0417366847395896,0.0397550649940967,0.0640990734100341,0.0601020455360412,0.1165607571601867,0.2974797487258911
293590,5b5552,ada69f,85796d,d4d3d2,444347,73665e,d2d2d1,eaeaeb,85796d,716056,746c67,a9a8a2,3e3c3e,4a4a4f,0.0872496142983436,0.0902790501713752,0.2139903753995895,0.0535458698868751,0.0367272086441516,0.0745702162384986,0.0723797753453254,0.1001530066132545,0.2711048722267151
89538,56534d,9f988a,ada89e,918777,463f37,676763,363732,55483c,999280,73736f,5a5b58,ada89e,8e735b,85847e,0.0780996680259704,0.1327334195375442,0.1986262649297714,0.0840271338820457,0.037281684577465,0.0658997967839241,0.0815477669239044,0.0945940613746643,0.2271901816129684
79634,2b2a26,766d4e,2b2a26,5a4e36,7f764c,a6a480,b6b59d,b3b082,736c4b,979670,8b7f4d,2b2a26,59422a,5b5941,0.1139498427510261,0.0972614213824272,0.2105687856674194,0.0794855058193206,0.0406508520245552,0.0714351534843444,0.0600735060870647,0.074861854314804,0.2517130374908447
79620,615d49,969c84,615d49,94946f,829896,b0b09d,829896,a89e6d,463c2a,7f8970,565f59,b0b09d,736340,757562,0.0822010487318039,0.157501682639122,0.2488270699977874,0.0483168475329875,0.0129842264577746,0.0443556010723114,0.0887172520160675,0.1013019606471061,0.2157943397760391
80285,4e483e,8b7756,786346,4e483e,887a5f,b59a6e,8c7651,847e6c,ad8f61,786346,5c5547,bca57b,363532,494039,0.0596144683659076,0.1758172512054443,0.210695281624794,0.0767418667674064,0.0265894886106252,0.0675991550087928,0.0862864330410957,0.1056227535009384,0.1910333037376403
79146,1f1e17,5d4e3a,1f1e17,413223,5f543e,938161,423627,352e22,1f1e17,866f4a,5f543e,583623,90846b,b1a487,0.0238948501646518,0.1379968374967575,0.1542682647705078,0.0427240096032619,0.0181297231465578,0.050730925053358,0.2565248608589172,0.1541228592395782,0.1616076529026031
206004,2f2f3b,9293a0,2f2f3b,e2e2e2,383954,4d4e66,383954,3b3c58,41435e,686875,9495a0,2f2f3b,dedede,e7e7e7,0.1095091477036476,0.0565079972147941,0.1947667002677917,0.0332694426178932,0.040530189871788,0.0527377314865589,0.0411599688231945,0.0869553908705711,0.3845634460449219
79608,3b3c31,46463b,434237,4a4a3f,39392f,3e3f34,4b493e,3e3f34,46473c,4d4c42,434237,515146,36372d,3b3b30,0.0427150353789329,0.0533025003969669,0.1881414949893951,0.0169468708336353,0.061136856675148,0.0609659552574157,0.0302224308252334,0.1780846714973449,0.368484228849411
116287,3d2e27,44362d,42342a,3d2e27,44362e,493b31,473a33,4a3c33,44362e,483a2f,42342a,3d2e27,4d3f33,4e4138,0.0526378862559795,0.0592204071581363,0.1712719947099685,0.0215337015688419,0.0565012320876121,0.0691905543208122,0.0460138022899627,0.1579325497150421,0.365697830915451
78502,4d4e4a,9a8c6f,8f7d59,4d4e4a,968d72,b1aa96,9d8355,5c5c58,968d72,2d2d2b,51514d,82785e,a9a18b,b9b3a2,0.0629410967230796,0.0719689801335334,0.1667231917381286,0.0258214566856622,0.0540369339287281,0.0655839368700981,0.067853033542633,0.1622506380081176,0.3228205740451813
78559,383432,72726d,2d2c2c,443b37,5d5b52,868987,45403d,737878,3a3938,2d2c2c,989a97,583a31,51524e,6a6356,0.0548889338970184,0.2038401812314987,0.1796433627605438,0.0561837181448936,0.0246951207518577,0.053726177662611,0.1128258407115936,0.161970853805542,0.1522257775068283
79647,ccd5d1,d3dbdb,d1d9d5,d3dbdb,c3ccca,cbd4d3,c4cfcf,c7d1ce,cbd4d3,cad3cf,d1d9d5,d3dbdb,787e7d,c4cfcc,0.0557989254593849,0.0457759499549865,0.1808140277862548,0.0197419617325067,0.0602870061993598,0.0605753846466541,0.0314664058387279,0.1350032687187194,0.4105370640754699
80584,2f312f,696b69,2f312f,797e84,554a38,5e6564,71797f,4d3e2e,7a808c,2f312f,7f8079,5e6564,4d4c41,6b5f41,0.0396877266466617,0.1275794953107834,0.153139591217041,0.0307241696864366,0.0423837266862392,0.0640024617314338,0.1204479336738586,0.204981192946434,0.2170536369085312
79121,8b826d,c6c2c0,c6c2c0,b29c72,605f4f,6a7181,6a7181,a9956d,9f834e,d2c7bd,babec4,c0ad87,515141,6e6e5d,0.0528871044516563,0.0765939354896545,0.2203852385282516,0.0311857648193836,0.0412321612238884,0.0674748793244361,0.0652484893798828,0.1637330800294876,0.2812591791152954
79135,2d2c2a,6f695d,2d2c2a,524e46,787265,9e9684,ada491,a19887,918979,787265,2d2c2a,bfb59f,47433c,5d584f,0.0522579886019229,0.0932370424270629,0.2326057404279709,0.040549598634243,0.0340548753738403,0.0512190610170364,0.1010514944791793,0.1341256946325302,0.2608984708786011
80590,302d25,6b604a,553d2b,302d25,676e57,9c967c,a5a186,6e7e6a,553d2b,605d45,b9b398,888369,28241f,37352b,0.040452342480421,0.1292648762464523,0.2199923992156982,0.0409750342369079,0.026281414553523,0.0432738028466701,0.1301977932453155,0.1786706298589706,0.1908916383981704
79653,878a89,dddddb,dddddb,c3c5c3,212628,737777,14191b,d2d2d0,dddddb,848888,b5b7b5,616667,1e2325,3e4446,0.1420674920082092,0.0638249069452285,0.2696986794471741,0.0590962879359722,0.0261963550001382,0.0477596744894981,0.0248311907052993,0.0536458566784858,0.3128794431686401
78565,5a6253,aeaf96,c2c3a9,9a9c84,464e39,6f766d,a0a499,c2c3a9,9c9d78,344033,575d3e,6f766d,8e8656,8c8d74,0.0234488658607006,0.2458623349666595,0.3609107136726379,0.0484182573854923,0.0071026547811925,0.0217856280505657,0.0442715249955654,0.1153793111443519,0.1328207403421402
78571,8b6b45,b7975f,b7975f,9e7e53,694323,876b4b,885029,b7975f,4a351e,9e7e53,6f594f,927d56,805531,935c32,0.051162589341402,0.2064994722604751,0.2658907473087311,0.0567093230783939,0.016109300777316,0.0492442771792411,0.0643010437488555,0.1239511966705322,0.1661320477724075
80547,54515c,ccbab9,dcdadd,54515c,b0716d,c7c3be,30323d,dcdadd,b14d44,67423f,af9696,c7c3be,445075,747f7f,0.0850478708744049,0.0825861096382141,0.2330685406923294,0.0754922106862068,0.0468070954084396,0.0739957615733146,0.0555472858250141,0.0814041495323181,0.2660509347915649
79684,6d7f8e,74839f,74839f,73809a,608073,6f7e94,74839f,647e7d,73809a,657f88,6f7e94,628b6c,3d4450,516060,0.0702378079295158,0.0737175419926643,0.1969701051712036,0.0292715281248092,0.0375790260732173,0.0658425539731979,0.0532236397266387,0.1262643188238144,0.3468935191631317
80221,4f2b4e,c2b2aa,c8c0cd,bca387,5a2429,433273,e7e4db,483584,dfc47d,a89dbf,3e2f62,5a2429,a5857d,8f7ea4,0.1266684234142303,0.0959237441420555,0.2662104666233063,0.1103798151016235,0.0347899682819843,0.05342947691679,0.0341408401727676,0.0536605045199394,0.2247968167066574
80235,4b4535,847554,746142,4b4535,867958,a29875,464233,39392f,564d38,988c66,867958,746142,a49a7b,b5ac8e,0.0424102321267128,0.1443979293107986,0.1980799585580825,0.0340951941907405,0.0196475908160209,0.0483896806836128,0.0954136252403259,0.2656443119049072,0.1519214659929275
79690,545147,8d846c,99927e,545147,776a57,8a805e,7e7960,776a57,8a8475,4b453b,96885c,5e5d54,9d9882,b3a98c,0.055460687726736,0.1053009778261184,0.2432357221841812,0.0478668771684169,0.0263397470116615,0.0704951882362365,0.0791314393281936,0.1133556887507438,0.2588135898113251
79848,676962,a5a19c,b8b4b2,928d87,5a5d4f,747675,55594b,666657,747675,484d43,9a968e,8a8480,aba7a7,c6c2bd,0.039076916873455,0.2270078361034393,0.2438464164733886,0.0577865615487098,0.0178287532180547,0.0330910086631774,0.0708479881286621,0.1550195813179016,0.1554948985576629
