ObjectID,cutBy2_0,cutBy2_1,cutBy4_0,cutBy4_1,cutBy4_2,cutBy4_3,cutBy8_0,cutBy8_1,cutBy8_2,cutBy8_3,cutBy8_4,cutBy8_5,cutBy8_6,cutBy8_7,amusement,awe,contentment,excitement,anger,disgust,fear,sadness,something else
78974,313d42,93999d,7d8591,a9ada9,2c3438,37474c,d4d0bc,808a98,2c3438,b6b7ae,37474c,8d969d,727c87,82868c,0.1370939165353775,0.0838091894984245,0.2034560739994049,0.0321027263998985,0.0296584609895944,0.0717358887195587,0.0882240086793899,0.1399435698986053,0.2139762341976165
205953,ddd7c9,e3ddd0,e1dbcd,e3ddd0,d1cbbd,e0dacc,e0dacc,e1dbcd,e3ddd0,ded8ca,ddd7c8,d5c8ac,756f58,8491a3,0.0968042388558387,0.0536149702966213,0.1764619648456573,0.0285390093922615,0.0440455041825771,0.0640714988112449,0.0459632016718387,0.1005937829613685,0.3899057507514953
78960,283337,5f5d4e,514536,283337,515d56,898d75,292b2a,9c8a5a,b3af93,515d56,514536,6b7d73,24333b,2a444f,0.0552482567727565,0.1340140700340271,0.1610631346702575,0.0492705814540386,0.0268085394054651,0.0575144588947296,0.1952672749757766,0.1248797327280044,0.1959338933229446
78753,333126,544a40,333126,403e2c,474532,876975,af7d9e,4a493a,5c563d,333126,403e2c,474532,7d626c,a27592,0.0605848431587219,0.0903831347823143,0.1533550322055816,0.033819705247879,0.0568657405674457,0.0795224830508232,0.1024388000369072,0.1583603471517563,0.2646699845790863
78747,888380,d4d4d1,d4d4d1,d0ceca,24201d,5c534d,24201d,27221f,d4d4d1,4b4744,895f5c,d0ceca,aa9e8c,c9c7c3,0.0793938338756561,0.0554066970944404,0.1639944016933441,0.0243025515228509,0.0477263107895851,0.0657494366168975,0.0575402118265628,0.1268219947814941,0.379064530134201
79459,584759,8d6e81,83606c,584759,82568d,aba39f,82568d,96959d,8b706d,624f70,7a4f6b,c0b2a0,42393f,594645,0.0342864096164703,0.1656616777181625,0.2762048244476318,0.0437690168619155,0.0168871283531188,0.0585282482206821,0.0746942535042762,0.1229656636714935,0.2070027291774749
130777,c1bb9a,efedd7,efedd7,ddd8b7,837e61,c5bd99,efedd7,ddd8b7,55523c,c5bd99,777962,a89d7b,252718,4b3f22,0.0904265493154525,0.1031645387411117,0.2009301036596298,0.0486519113183021,0.0368037149310112,0.0693619325757026,0.0785750374197959,0.1319364011287689,0.2401499152183532
79471,3c362a,6c6046,61543c,3c362a,645b46,8b7c5c,645b46,948360,7a6c4e,4b4230,a69574,2e2b24,5a513b,67583d,0.0303411595523357,0.1124231964349746,0.1962287127971649,0.0250610634684562,0.0343379080295562,0.0470263808965683,0.1060630530118942,0.232606902718544,0.2159115672111511
79303,5f5c5b,8e8679,81786d,5f5c5b,8a867f,aca28b,a49980,686868,635a52,8a867f,4a4848,81786d,aaa08a,bfb6a1,0.051621489226818,0.1151641756296157,0.2516806125640869,0.0351456701755523,0.0223879907280206,0.0471731089055538,0.0805230811238288,0.1582020372152328,0.2381017804145813
205990,7b7b7d,c3c3c0,98999c,c3c3c0,323232,8a8b8d,98999c,909194,292929,3b3a3a,cdcdcb,858586,aeafb0,c3c1bb,0.111044205725193,0.0544023253023624,0.1993779093027115,0.0337918177247047,0.0366980247199535,0.0497379936277866,0.0365921854972839,0.0792542994022369,0.3991012573242187
100307,6f5141,9f715b,8d624b,9f715b,36312e,6a5041,996b54,36312e,4a3c33,805b47,a47862,8d624b,50453e,6b5344,0.0491679720580577,0.0876862183213234,0.1823969185352325,0.025546096265316,0.0409617871046066,0.0637143701314926,0.0992803275585174,0.1969851404428482,0.2542611062526703
79854,736a73,a08587,9f949d,a17671,655354,818191,83899d,716061,a5807b,9e6c67,7f7a86,9f949d,4b4143,664a49,0.0585715658962726,0.1165569722652435,0.2711516618728637,0.0486114211380481,0.0250782370567321,0.0599487721920013,0.0576763115823268,0.1326307505369186,0.2297743707895279
163844,f1eee6,fbf8ef,f5f2ed,fbf8ef,e7e4dc,f5f1e4,f5f2ed,f5f1e4,efece3,eae8e1,e3e1db,fbf8ef,acaaa6,d5d2cc,0.0487623251974582,0.0459123998880386,0.1816326677799224,0.0168590974062681,0.0584832765161991,0.061178732663393,0.0295081418007612,0.1542958468198776,0.4033675491809845
78586,533632,7a6768,554a51,533632,8e645e,b1a39f,39302f,aea6ab,d7cec8,8e645e,9f8c85,554a51,513835,8a4034,0.0357801727950573,0.072301335632801,0.1159907877445221,0.0473460406064987,0.0917959958314895,0.096872441470623,0.1655788868665695,0.1385571062564849,0.2357771247625351
79840,614a2e,8d6b3d,87572c,937e4e,54381f,6f5b3d,917238,87572c,6c5a32,704d28,948a65,6e7670,3d2f1c,6a4223,0.0478994362056255,0.0969645455479621,0.2880165576934814,0.0329545512795448,0.0189111270010471,0.0337966494262218,0.0661761984229087,0.2243781983852386,0.1909027099609375
80573,612b22,4b4645,222524,612b22,432925,a6a5a7,222524,d8d8dc,d2d1d5,323534,432925,9e8c8a,232522,9e3121,0.0667799562215805,0.1044079363346099,0.205071210861206,0.0580042190849781,0.0600528456270694,0.0661963000893592,0.0817901641130447,0.1092219501733779,0.2484754621982574
80567,1b2120,8b8c87,1b2120,ceccc7,1e2423,73736c,1e2423,1b2120,bdb6a6,c8c5bd,ceccc7,969388,202626,3a3d38,0.0869813933968544,0.057184562087059,0.2010429054498672,0.0317524820566177,0.0470323450863361,0.0669308081269264,0.037630021572113,0.0997247323393821,0.3717207014560699
88885,d5d5d0,e5e5e4,dadad6,e5e5e4,cacac6,d5d6d1,ccccca,d5d6d1,d0d0cc,cacac4,dadad6,e5e5e4,9c9c96,c3c2bb,0.0641913041472435,0.0580739304423332,0.1982960551977157,0.0255441106855869,0.0524175353348255,0.0615515187382698,0.03652860596776,0.1262456029653549,0.3771513104438782
79129,181515,4b3e2e,181515,33291d,4a3826,7f6f58,4a3826,181515,33291d,a19378,85735d,c1b491,5c4d37,685a4a,0.0463625341653823,0.0965246558189392,0.1774812787771225,0.030911287292838,0.0416373834013938,0.0577900074422359,0.1132783368229866,0.18479984998703,0.2512145638465881
78551,666978,7c8fbd,898686,424c6a,5f79b8,99a6c2,45527a,5f79b8,667294,ab9f8a,99a6c2,3f4659,676465,696d7d,0.0404290296137332,0.1245330572128295,0.3918350040912628,0.0476590394973754,0.0115741938352584,0.0339317247271537,0.0450758449733257,0.1195852011442184,0.1853768527507782
79897,59514f,927e72,69493a,59514f,92877f,e3ded7,6f7173,e3ded7,d7d1c7,69493a,59514f,705f57,a79781,c5bfb5,0.0606974400579929,0.055954921990633,0.2207352966070175,0.0225517265498638,0.0455659292638301,0.0538315214216709,0.027929263189435,0.1325240135192871,0.3802098333835602
80598,3e3327,604d31,56432c,3e3327,625131,745f39,453a2a,56432c,625131,6e5835,766437,372d23,766441,856f46,0.0492158159613609,0.0741219520568847,0.1814369708299636,0.0245375335216522,0.0521522425115108,0.0648584067821502,0.0751898437738418,0.1755401343107223,0.3029470443725586
78545,49423a,8c8e94,323231,8c8e94,4b433b,73614b,767e8c,323231,695d53,574d44,4b433b,b58e52,818692,c1b7a6,0.1181903555989265,0.0895358845591545,0.1917747557163238,0.0732250735163688,0.0576988719403743,0.0703784748911857,0.0757026225328445,0.101270779967308,0.222223088145256
199917,484f40,bf8d3e,c8aa40,b56f3d,383d3c,586144,384c3a,b56f36,b56f43,756644,383d3c,798659,c9aa3b,c7aa44,0.0610831528902053,0.103977657854557,0.220321848988533,0.0648186430335044,0.0451207384467124,0.0674759671092033,0.1047245562076568,0.1012748181819915,0.2312026470899582
79673,787476,e4e0dd,e4e0dd,ada4a7,2f3437,585355,48494c,2f3437,ad959c,817e86,c3bebc,685e5d,e2dcd7,e6e4e3,0.0734350830316543,0.1733492612838745,0.2243207395076751,0.0641111955046653,0.0182781219482421,0.0630234107375145,0.0760053247213363,0.1081344336271286,0.1993423551321029
79667,554c37,817e6c,4f5a5f,b4a17a,303b35,7b5e39,303b35,baba65,a5866e,cbc0a6,4f5a5f,764334,5b683e,a48840,0.0373667664825916,0.1209639981389045,0.1405070424079895,0.0455644316971302,0.0284288171678781,0.0734341368079185,0.2310117483139038,0.1521093547344207,0.1706137061119079
78579,66675a,b8b396,778184,554d30,b0a16d,c0c4c0,c0c4c0,756834,6d7266,8190a1,b2b0a0,34312b,a68832,b59f40,0.0655178353190422,0.1283673495054245,0.1993878483772277,0.0642495900392532,0.0189251769334077,0.0944786146283149,0.1395059823989868,0.0978706553578376,0.1916968375444412
214451,93786b,f4f4ee,f4f4ee,623d32,9e7e6e,eae6dd,f4f4ee,eae6dd,734333,513730,c4b2a2,a6806c,86503d,88756b,0.1012776121497154,0.1425454318523407,0.2871252000331878,0.0529819577932357,0.0130558107048273,0.0365372560918331,0.081060342490673,0.1411652415990829,0.1442511975765228
128476,cccbc3,e1e0dc,d6d6cf,e1e0dc,b2ada4,d1d0ca,d6d6cf,a99f8e,d1d0ca,aca8a1,e1e0dc,c0bcb2,89837c,98958d,0.0566439740359783,0.0484811961650848,0.1978694498538971,0.0205876342952251,0.0552895963191986,0.063056394457817,0.0345279537141323,0.1484898328781128,0.3750538825988769
79117,8b8b7f,7191ba,af967b,668083,567db7,8ba5be,567db7,b5a989,496c9f,625d45,8ba5be,779a94,a4775b,b0917e,0.0988988578319549,0.1014932543039321,0.3770280182361603,0.0673744529485702,0.0111005445942282,0.0445646978914737,0.0294586289674043,0.0771800577640533,0.1929015219211578
199915,4c4646,aa8c82,aea1a2,a67761,352a28,636365,8e807a,cf935f,8f9092,352a28,9c6556,636365,ca9598,d1d0cd,0.100373089313507,0.1114720404148101,0.1414089947938919,0.1153074204921722,0.0348234474658966,0.1013582721352577,0.1208040416240692,0.0682012885808944,0.2062514275312423
79103,4d5d60,999471,a0a679,928269,46534f,556671,8f8b76,556554,37414a,9ba26b,a6a987,957a5b,445271,677a70,0.0477659031748771,0.1458330899477005,0.2701688408851623,0.0627276822924614,0.0164493042975664,0.0423511788249015,0.0981177315115928,0.1307574957609176,0.185828685760498
