,Date,Color,Count
878,1965,"(149, 69, 53)",8
879,1965,"(114, 116, 114)",7
880,1965,"(239, 228, 176)",6
881,1965,"(255, 255, 255)",4
882,1965,"(200, 191, 231)",2
883,1965,"(203, 228, 253)",2
884,1965,"(63, 72, 204)",1
885,1965,"(112, 128, 148)",1
886,1965,"(112, 146, 190)",1
887,1966,"(195, 195, 195)",20
888,1966,"(127, 127, 127)",15
889,1966,"(239, 228, 176)",14
890,1966,"(40, 40, 40)",12
891,1966,"(92, 64, 51)",11
892,1966,"(105, 105, 105)",10
893,1966,"(185, 122, 87)",9
894,1966,"(149, 69, 53)",6
895,1966,"(203, 228, 253)",6
896,1966,"(114, 116, 114)",4
897,1966,"(200, 191, 231)",4
898,1966,"(255, 255, 255)",4
899,1966,"(54, 69, 79)",3
900,1966,"(112, 128, 148)",2
901,1966,"(112, 146, 190)",2
902,1966,"(123, 63, 0)",1
903,1966,"(255, 127, 39)",1
904,1967,"(195, 195, 195)",22
905,1967,"(127, 127, 127)",12
906,1967,"(92, 64, 51)",8
907,1967,"(105, 105, 105)",8
908,1967,"(185, 122, 87)",8
909,1967,"(40, 40, 40)",7
910,1967,"(149, 69, 53)",7
911,1967,"(255, 255, 255)",6
912,1967,"(114, 116, 114)",4
913,1967,"(200, 191, 231)",4
914,1967,"(239, 228, 176)",4
915,1967,"(54, 69, 79)",3
916,1967,"(136, 0, 21)",2
917,1967,"(203, 228, 253)",2
918,1967,"(112, 128, 148)",1
919,1967,"(112, 146, 190)",1
920,1967,"(181, 230, 29)",1
921,1968,"(195, 195, 195)",35
922,1968,"(185, 122, 87)",23
923,1968,"(127, 127, 127)",14
924,1968,"(54, 69, 79)",12
925,1968,"(105, 105, 105)",10
926,1968,"(239, 228, 176)",8
927,1968,"(255, 255, 255)",8
928,1968,"(203, 228, 253)",7
929,1968,"(40, 40, 40)",6
930,1968,"(114, 116, 114)",6
931,1968,"(200, 191, 231)",6
932,1968,"(149, 69, 53)",5
933,1968,"(92, 64, 51)",3
934,1968,"(112, 146, 190)",3
935,1968,"(112, 128, 148)",1
936,1968,"(237, 28, 36)",1
937,1969,"(127, 127, 127)",19
938,1969,"(185, 122, 87)",18
939,1969,"(195, 195, 195)",18
940,1969,"(105, 105, 105)",11
941,1969,"(92, 64, 51)",8
942,1969,"(40, 40, 40)",7
943,1969,"(112, 146, 190)",6
944,1969,"(114, 116, 114)",6
945,1969,"(54, 69, 79)",5
946,1969,"(149, 69, 53)",4
947,1969,"(203, 228, 253)",3
948,1969,"(239, 228, 176)",3
949,1969,"(112, 128, 148)",2
950,1969,"(255, 201, 14)",1
951,1969,"(255, 255, 255)",1
952,1970,"(195, 195, 195)",17
953,1970,"(127, 127, 127)",12
954,1970,"(105, 105, 105)",9
955,1970,"(54, 69, 79)",7
956,1970,"(40, 40, 40)",5
957,1970,"(92, 64, 51)",5
958,1970,"(239, 228, 176)",3
959,1970,"(112, 128, 148)",2
960,1970,"(112, 146, 190)",2
961,1970,"(114, 116, 114)",2
962,1970,"(185, 122, 87)",2
963,1970,"(200, 191, 231)",2
964,1970,"(203, 228, 253)",2
965,1970,"(255, 255, 255)",2
966,1971,"(195, 195, 195)",12
967,1971,"(127, 127, 127)",7
968,1971,"(203, 228, 253)",6
969,1971,"(40, 40, 40)",5
970,1971,"(105, 105, 105)",5
971,1971,"(185, 122, 87)",5
972,1971,"(239, 228, 176)",4
973,1971,"(255, 255, 255)",4
974,1971,"(112, 146, 190)",3
975,1971,"(54, 69, 79)",2
976,1971,"(92, 64, 51)",2
977,1971,"(114, 116, 114)",2
978,1971,"(255, 127, 39)",2
979,1971,"(200, 191, 231)",1
980,1972,"(127, 127, 127)",10
981,1972,"(195, 195, 195)",8
982,1972,"(92, 64, 51)",6
983,1972,"(203, 228, 253)",6
984,1972,"(255, 255, 255)",6
985,1972,"(105, 105, 105)",5
986,1972,"(185, 122, 87)",5
987,1972,"(149, 69, 53)",4
988,1972,"(40, 40, 40)",2
989,1972,"(54, 69, 79)",2
990,1972,"(114, 116, 114)",2
991,1972,"(239, 228, 176)",2
992,1972,"(0, 0, 0)",1
993,1972,"(112, 128, 148)",1
994,1973,"(195, 195, 195)",12
995,1973,"(54, 69, 79)",7
996,1973,"(185, 122, 87)",7
997,1973,"(112, 128, 148)",6
998,1973,"(40, 40, 40)",4
999,1973,"(92, 64, 51)",4
1000,1973,"(149, 69, 53)",4
1001,1973,"(105, 105, 105)",3
1002,1973,"(127, 127, 127)",3
1003,1973,"(239, 228, 176)",3
1004,1973,"(112, 146, 190)",2
1005,1973,"(114, 116, 114)",1
1006,1974,"(195, 195, 195)",28
1007,1974,"(127, 127, 127)",15
1008,1974,"(92, 64, 51)",9
1009,1974,"(105, 105, 105)",7
1010,1974,"(185, 122, 87)",5
1011,1974,"(40, 40, 40)",4
1012,1974,"(54, 69, 79)",4
1013,1974,"(203, 228, 253)",4
1014,1974,"(114, 116, 114)",3
1015,1974,"(239, 228, 176)",3
1016,1974,"(149, 69, 53)",2
1017,1974,"(255, 255, 255)",2
1018,1974,"(0, 0, 0)",1
1019,1974,"(200, 191, 231)",1
1020,1975,"(195, 195, 195)",20
1021,1975,"(105, 105, 105)",11
1022,1975,"(127, 127, 127)",11
1023,1975,"(203, 228, 253)",9
1024,1975,"(54, 69, 79)",5
1025,1975,"(239, 228, 176)",5
1026,1975,"(40, 40, 40)",4
1027,1975,"(92, 64, 51)",4
1028,1975,"(114, 116, 114)",4
1029,1975,"(185, 122, 87)",4
1030,1975,"(200, 191, 231)",3
1031,1975,"(255, 255, 255)",3
1032,1975,"(112, 128, 148)",2
1033,1975,"(112, 146, 190)",1
1034,1975,"(149, 69, 53)",1
1035,1975,"(237, 28, 36)",1
1036,1976,"(195, 195, 195)",21
1037,1976,"(127, 127, 127)",15
1038,1976,"(40, 40, 40)",11
1039,1976,"(105, 105, 105)",11
1040,1976,"(149, 69, 53)",10
1041,1976,"(54, 69, 79)",9
1042,1976,"(92, 64, 51)",9
1043,1976,"(185, 122, 87)",6
1044,1976,"(112, 128, 148)",4
1045,1976,"(114, 116, 114)",3
1046,1976,"(239, 228, 176)",2
1047,1976,"(255, 255, 255)",2
1048,1976,"(123, 63, 0)",1
1049,1976,"(136, 0, 21)",1
1050,1976,"(181, 230, 29)",1
1051,1976,"(200, 191, 231)",1
1052,1976,"(203, 228, 253)",1
1053,1977,"(195, 195, 195)",28
1054,1977,"(92, 64, 51)",18
1055,1977,"(127, 127, 127)",14
1056,1977,"(105, 105, 105)",8
1057,1977,"(200, 191, 231)",5
1058,1977,"(203, 228, 253)",5
1059,1977,"(40, 40, 40)",4
1060,1977,"(114, 116, 114)",4
1061,1977,"(54, 69, 79)",3
1062,1977,"(112, 146, 190)",3
1063,1977,"(185, 122, 87)",3
1064,1977,"(112, 128, 148)",1
1065,1978,"(92, 64, 51)",8
1066,1978,"(54, 69, 79)",7
1067,1978,"(40, 40, 40)",6
1068,1978,"(127, 127, 127)",6
1069,1978,"(195, 195, 195)",6
1070,1978,"(105, 105, 105)",5
1071,1978,"(149, 69, 53)",4
1072,1978,"(185, 122, 87)",4
1073,1978,"(114, 116, 114)",2
1074,1978,"(200, 191, 231)",2
1075,1978,"(239, 228, 176)",2
1076,1978,"(255, 255, 255)",2
1077,1978,"(112, 128, 148)",1
1078,1978,"(123, 63, 0)",1
1079,1979,"(40, 40, 40)",18
1080,1979,"(185, 122, 87)",10
1081,1979,"(195, 195, 195)",10
1082,1979,"(92, 64, 51)",9
1083,1979,"(127, 127, 127)",9
1084,1979,"(105, 105, 105)",5
1085,1979,"(114, 116, 114)",3
1086,1979,"(203, 228, 253)",3
1087,1979,"(255, 201, 14)",3
1088,1979,"(149, 69, 53)",2
1089,1979,"(0, 0, 0)",1
1090,1979,"(54, 69, 79)",1
1091,1979,"(112, 128, 148)",1
1092,1979,"(255, 255, 255)",1
1093,1980,"(195, 195, 195)",9
1094,1980,"(105, 105, 105)",5
1095,1980,"(114, 116, 114)",4
1096,1980,"(127, 127, 127)",4
1097,1980,"(54, 69, 79)",3
1098,1980,"(185, 122, 87)",3
1099,1980,"(40, 40, 40)",2
1100,1980,"(92, 64, 51)",2
1101,1980,"(203, 228, 253)",2
1102,1980,"(255, 255, 255)",2
1103,1981,"(195, 195, 195)",13
1104,1981,"(127, 127, 127)",12
1105,1981,"(92, 64, 51)",11
1106,1981,"(105, 105, 105)",10
1107,1981,"(149, 69, 53)",8
1108,1981,"(40, 40, 40)",7
1109,1981,"(54, 69, 79)",5
1110,1981,"(255, 255, 255)",5
1111,1981,"(185, 122, 87)",3
1112,1981,"(200, 191, 231)",3
1113,1981,"(203, 228, 253)",3
1114,1981,"(239, 228, 176)",3
1115,1981,"(112, 128, 148)",2
1116,1981,"(112, 146, 190)",2
1117,1981,"(114, 116, 114)",1
1118,1982,"(195, 195, 195)",9
1119,1982,"(40, 40, 40)",7
1120,1982,"(54, 69, 79)",6
1121,1982,"(92, 64, 51)",6
1122,1982,"(127, 127, 127)",6
1123,1982,"(185, 122, 87)",4
1124,1982,"(114, 116, 114)",3
1125,1982,"(203, 228, 253)",3
1126,1982,"(237, 28, 36)",3
1127,1982,"(105, 105, 105)",2
1128,1982,"(149, 69, 53)",2
1129,1982,"(200, 191, 231)",2
1130,1982,"(255, 255, 255)",2
1131,1982,"(239, 228, 176)",1
1132,1983,"(195, 195, 195)",12
1133,1983,"(127, 127, 127)",8
1134,1983,"(105, 105, 105)",6
1135,1983,"(92, 64, 51)",5
1136,1983,"(185, 122, 87)",4
1137,1983,"(40, 40, 40)",2
1138,1983,"(114, 116, 114)",2
1139,1983,"(255, 255, 255)",2
1140,1983,"(54, 69, 79)",1
1141,1983,"(112, 128, 148)",1
1142,1983,"(112, 146, 190)",1
1143,1984,"(195, 195, 195)",11
1144,1984,"(40, 40, 40)",7
1145,1984,"(92, 64, 51)",6
1146,1984,"(127, 127, 127)",6
1147,1984,"(54, 69, 79)",4
1148,1984,"(105, 105, 105)",4
1149,1984,"(185, 122, 87)",4
1150,1984,"(255, 255, 255)",3
1151,1984,"(203, 228, 253)",2
1152,1984,"(239, 228, 176)",2
1153,1984,"(114, 116, 114)",1
1154,1984,"(149, 69, 53)",1
1155,1984,"(200, 191, 231)",1
1156,1985,"(92, 64, 51)",6
1157,1985,"(185, 122, 87)",5
1158,1985,"(195, 195, 195)",5
1159,1985,"(40, 40, 40)",4
1160,1985,"(54, 69, 79)",4
1161,1985,"(105, 105, 105)",4
1162,1985,"(114, 116, 114)",4
1163,1985,"(149, 69, 53)",4
1164,1985,"(112, 146, 190)",3
1165,1985,"(127, 127, 127)",3
1166,1985,"(200, 191, 231)",2
1167,1985,"(203, 228, 253)",1
1168,1985,"(239, 228, 176)",1
1169,1985,"(255, 127, 39)",1
1170,1985,"(255, 201, 14)",1
1171,1986,"(185, 122, 87)",8
1172,1986,"(195, 195, 195)",8
1173,1986,"(105, 105, 105)",7
1174,1986,"(40, 40, 40)",5
1175,1986,"(92, 64, 51)",3
1176,1986,"(127, 127, 127)",3
1177,1986,"(149, 69, 53)",3
1178,1986,"(255, 255, 255)",2
1179,1986,"(54, 69, 79)",1
1180,1986,"(112, 128, 148)",1
1181,1986,"(112, 146, 190)",1
1182,1986,"(200, 191, 231)",1
1183,1986,"(239, 228, 176)",1
1184,1987,"(185, 122, 87)",17
1185,1987,"(195, 195, 195)",16
1186,1987,"(112, 146, 190)",14
1187,1987,"(127, 127, 127)",14
1188,1987,"(112, 128, 148)",8
1189,1987,"(92, 64, 51)",7
1190,1987,"(114, 116, 114)",6
1191,1987,"(54, 69, 79)",5
1192,1987,"(149, 69, 53)",5
1193,1987,"(40, 40, 40)",4
1194,1987,"(105, 105, 105)",4
1195,1987,"(239, 228, 176)",2
1196,1987,"(203, 228, 253)",1
1197,1987,"(255, 255, 255)",1
1198,1988,"(195, 195, 195)",14
1199,1988,"(127, 127, 127)",9
1200,1988,"(40, 40, 40)",8
1201,1988,"(92, 64, 51)",4
1202,1988,"(114, 116, 114)",4
1203,1988,"(203, 228, 253)",4
1204,1988,"(112, 128, 148)",3
1205,1988,"(54, 69, 79)",2
1206,1988,"(105, 105, 105)",2
1207,1988,"(200, 191, 231)",2
1208,1988,"(112, 146, 190)",1
1209,1988,"(185, 122, 87)",1
1210,1988,"(239, 228, 176)",1
1211,1988,"(255, 255, 255)",1
1212,1989,"(105, 105, 105)",11
1213,1989,"(40, 40, 40)",6
1214,1989,"(127, 127, 127)",6
1215,1989,"(54, 69, 79)",5
1216,1989,"(92, 64, 51)",5
1217,1989,"(195, 195, 195)",5
1218,1989,"(114, 116, 114)",4
1219,1989,"(112, 128, 148)",3
1220,1989,"(185, 122, 87)",3
1221,1989,"(255, 255, 255)",2
1222,1989,"(149, 69, 53)",1
1223,1989,"(203, 228, 253)",1
1224,1990,"(195, 195, 195)",6
1225,1990,"(40, 40, 40)",5
1226,1990,"(149, 69, 53)",3
1227,1990,"(54, 69, 79)",2
1228,1990,"(92, 64, 51)",2
1229,1990,"(127, 127, 127)",2
1230,1990,"(185, 122, 87)",2
1231,1990,"(0, 0, 0)",1
1232,1990,"(105, 105, 105)",1
1233,1990,"(112, 128, 148)",1
1234,1990,"(112, 146, 190)",1
1235,1990,"(203, 228, 253)",1
1236,1990,"(239, 228, 176)",1
1237,1991,"(195, 195, 195)",8
1238,1991,"(127, 127, 127)",7
1239,1991,"(105, 105, 105)",5
1240,1991,"(40, 40, 40)",4
1241,1991,"(92, 64, 51)",3
1242,1991,"(185, 122, 87)",2
1243,1991,"(203, 228, 253)",2
1244,1991,"(239, 228, 176)",1
1245,1992,"(127, 127, 127)",7
1246,1992,"(195, 195, 195)",7
1247,1992,"(40, 40, 40)",4
1248,1992,"(54, 69, 79)",4
1249,1992,"(149, 69, 53)",4
1250,1992,"(105, 105, 105)",3
1251,1992,"(114, 116, 114)",2
1252,1992,"(185, 122, 87)",2
1253,1992,"(92, 64, 51)",1
1254,1992,"(200, 191, 231)",1
1255,1992,"(239, 228, 176)",1
1256,1993,"(195, 195, 195)",7
1257,1993,"(200, 191, 231)",3
1258,1993,"(54, 69, 79)",2
1259,1993,"(127, 127, 127)",2
1260,1993,"(92, 64, 51)",1
1261,1993,"(105, 105, 105)",1
1262,1993,"(114, 116, 114)",1
1263,1993,"(185, 122, 87)",1
1264,1993,"(239, 228, 176)",1
1265,1993,"(255, 127, 39)",1
1266,1994,"(195, 195, 195)",10
1267,1994,"(40, 40, 40)",6
1268,1994,"(203, 228, 253)",4
1269,1994,"(114, 116, 114)",3
1270,1994,"(255, 255, 255)",3
1271,1994,"(54, 69, 79)",2
1272,1994,"(149, 69, 53)",2
1273,1994,"(200, 191, 231)",2
1274,1994,"(92, 64, 51)",1
1275,1994,"(105, 105, 105)",1
1276,1994,"(127, 127, 127)",1
1277,1994,"(185, 122, 87)",1
1278,1995,"(127, 127, 127)",4
1279,1995,"(195, 195, 195)",4
1280,1995,"(105, 105, 105)",2
1281,1995,"(40, 40, 40)",1
1282,1995,"(54, 69, 79)",1
1283,1995,"(149, 69, 53)",1
1284,1995,"(185, 122, 87)",1
1285,1995,"(255, 127, 39)",1
1286,1995,"(255, 255, 255)",1
1287,1996,"(195, 195, 195)",5
1288,1996,"(40, 40, 40)",4
1289,1996,"(127, 127, 127)",4
1290,1996,"(185, 122, 87)",4
1291,1996,"(105, 105, 105)",2
1292,1996,"(112, 146, 190)",2
1293,1996,"(149, 69, 53)",2
1294,1996,"(203, 228, 253)",2
1295,1996,"(92, 64, 51)",1
1296,1996,"(112, 128, 148)",1
1297,1996,"(255, 127, 39)",1
1298,1997,"(195, 195, 195)",14
1299,1997,"(203, 228, 253)",5
1300,1997,"(40, 40, 40)",3
1301,1997,"(92, 64, 51)",3
1302,1997,"(127, 127, 127)",3
1303,1997,"(105, 105, 105)",2
1304,1997,"(114, 116, 114)",2
1305,1997,"(149, 69, 53)",2
1306,1997,"(185, 122, 87)",2
1307,1997,"(200, 191, 231)",2
1308,1997,"(255, 255, 255)",2
1309,1997,"(54, 69, 79)",1
1310,1997,"(112, 128, 148)",1
1311,1997,"(112, 146, 190)",1
1312,1997,"(239, 228, 176)",1
1313,1998,"(195, 195, 195)",3
1314,1998,"(105, 105, 105)",2
1315,1998,"(127, 127, 127)",2
1316,1998,"(203, 228, 253)",2
1317,1998,"(54, 69, 79)",1
1318,1998,"(112, 146, 190)",1
1319,1998,"(239, 228, 176)",1
1320,1999,"(40, 40, 40)",5
1321,1999,"(92, 64, 51)",2
1322,1999,"(127, 127, 127)",2
1323,1999,"(54, 69, 79)",1
1324,1999,"(105, 105, 105)",1
1325,1999,"(255, 255, 255)",1
1326,2000,"(195, 195, 195)",7
1327,2000,"(92, 64, 51)",6
1328,2000,"(127, 127, 127)",6
1329,2000,"(40, 40, 40)",4
1330,2000,"(203, 228, 253)",4
1331,2000,"(105, 105, 105)",3
1332,2000,"(54, 69, 79)",2
1333,2000,"(114, 116, 114)",2
1334,2000,"(149, 69, 53)",2
1335,2000,"(185, 122, 87)",2
1336,2000,"(200, 191, 231)",2
1337,2000,"(112, 128, 148)",1
1338,2000,"(239, 228, 176)",1
1339,2000,"(255, 174, 201)",1
1340,2000,"(255, 255, 255)",1
1341,2001,"(195, 195, 195)",15
1342,2001,"(105, 105, 105)",5
1343,2001,"(54, 69, 79)",3
1344,2001,"(127, 127, 127)",3
1345,2001,"(92, 64, 51)",2
1346,2001,"(114, 116, 114)",2
1347,2001,"(203, 228, 253)",2
1348,2001,"(40, 40, 40)",1
1349,2001,"(112, 128, 148)",1
1350,2001,"(136, 0, 21)",1
1351,2001,"(239, 228, 176)",1
1352,2002,"(195, 195, 195)",10
1353,2002,"(127, 127, 127)",5
1354,2002,"(92, 64, 51)",4
1355,2002,"(40, 40, 40)",3
1356,2002,"(105, 105, 105)",3
1357,2002,"(149, 69, 53)",3
1358,2002,"(54, 69, 79)",2
1359,2002,"(114, 116, 114)",2
1360,2002,"(112, 128, 148)",1
1361,2002,"(112, 146, 190)",1
1362,2002,"(185, 122, 87)",1
1363,2002,"(203, 228, 253)",1
1364,2003,"(195, 195, 195)",5
1365,2003,"(127, 127, 127)",3
1366,2003,"(203, 228, 253)",3
1367,2003,"(105, 105, 105)",2
1368,2003,"(185, 122, 87)",2
1369,2003,"(40, 40, 40)",1
1370,2003,"(92, 64, 51)",1
1371,2003,"(112, 128, 148)",1
1372,2003,"(114, 116, 114)",1
1373,2003,"(200, 191, 231)",1
1374,2004,"(40, 40, 40)",6
1375,2004,"(127, 127, 127)",6
1376,2004,"(92, 64, 51)",4
1377,2004,"(195, 195, 195)",4
1378,2004,"(185, 122, 87)",2
1379,2004,"(0, 0, 0)",1
1380,2004,"(54, 69, 79)",1
1381,2004,"(105, 105, 105)",1
1382,2004,"(149, 69, 53)",1
1383,2004,"(200, 191, 231)",1
1384,2004,"(255, 255, 255)",1
1385,2005,"(127, 127, 127)",18
1386,2005,"(195, 195, 195)",16
1387,2005,"(105, 105, 105)",15
1388,2005,"(40, 40, 40)",5
1389,2005,"(54, 69, 79)",5
1390,2005,"(92, 64, 51)",5
1391,2005,"(255, 255, 255)",4
1392,2005,"(114, 116, 114)",3
1393,2005,"(185, 122, 87)",3
1394,2005,"(112, 128, 148)",2
1395,2005,"(203, 228, 253)",2
1396,2005,"(181, 230, 29)",1
1397,2005,"(239, 228, 176)",1
1398,2006,"(92, 64, 51)",4
1399,2006,"(54, 69, 79)",3
1400,2006,"(200, 191, 231)",3
1401,2006,"(40, 40, 40)",2
1402,2006,"(114, 116, 114)",2
1403,2006,"(127, 127, 127)",2
1404,2006,"(195, 195, 195)",2
1405,2006,"(255, 255, 255)",2
1406,2006,"(0, 0, 0)",1
1407,2006,"(105, 105, 105)",1
1408,2006,"(149, 69, 53)",1
1409,2006,"(239, 228, 176)",1
1410,2007,"(54, 69, 79)",4
1411,2007,"(185, 122, 87)",4
1412,2007,"(195, 195, 195)",3
1413,2007,"(127, 127, 127)",2
1414,2007,"(92, 64, 51)",1
1415,2007,"(105, 105, 105)",1
1416,2007,"(114, 116, 114)",1
1417,2008,"(195, 195, 195)",18
1418,2008,"(40, 40, 40)",16
1419,2008,"(127, 127, 127)",10
1420,2008,"(203, 228, 253)",9
1421,2008,"(54, 69, 79)",8
1422,2008,"(114, 116, 114)",8
1423,2008,"(239, 228, 176)",7
1424,2008,"(92, 64, 51)",3
1425,2008,"(105, 105, 105)",2
1426,2008,"(200, 191, 231)",2
1427,2008,"(0, 0, 0)",1
1428,2009,"(195, 195, 195)",6
1429,2009,"(105, 105, 105)",4
1430,2009,"(40, 40, 40)",3
1431,2009,"(54, 69, 79)",3
1432,2009,"(127, 127, 127)",3
1433,2009,"(255, 255, 255)",3
1434,2009,"(114, 116, 114)",2
1435,2009,"(185, 122, 87)",2
1436,2009,"(112, 146, 190)",1
1437,2009,"(200, 191, 231)",1
1438,2010,"(185, 122, 87)",5
1439,2010,"(54, 69, 79)",4
1440,2010,"(127, 127, 127)",4
1441,2010,"(195, 195, 195)",4
1442,2010,"(92, 64, 51)",3
1443,2010,"(40, 40, 40)",2
1444,2010,"(105, 105, 105)",2
1445,2010,"(149, 69, 53)",2
1446,2010,"(114, 116, 114)",1
1447,2010,"(239, 228, 176)",1
1448,2011,"(255, 255, 255)",13
1449,2011,"(195, 195, 195)",9
1450,2011,"(105, 105, 105)",6
1451,2011,"(127, 127, 127)",6
1452,2011,"(203, 228, 253)",4
1453,2011,"(54, 69, 79)",3
1454,2011,"(92, 64, 51)",2
1455,2011,"(200, 191, 231)",2
1456,2011,"(40, 40, 40)",1
1457,2011,"(112, 128, 148)",1
1458,2011,"(185, 122, 87)",1
1459,2012,"(127, 127, 127)",5
1460,2012,"(195, 195, 195)",3
1461,2012,"(105, 105, 105)",2
1462,2012,"(255, 255, 255)",2
1463,2012,"(54, 69, 79)",1
1464,2012,"(92, 64, 51)",1
1465,2012,"(114, 116, 114)",1
1466,2012,"(200, 191, 231)",1
1467,2013,"(195, 195, 195)",15
1468,2013,"(105, 105, 105)",7
1469,2013,"(127, 127, 127)",7
1470,2013,"(40, 40, 40)",6
1471,2013,"(92, 64, 51)",6
1472,2013,"(185, 122, 87)",4
1473,2013,"(54, 69, 79)",3
1474,2013,"(149, 69, 53)",2
1475,2013,"(255, 255, 255)",2
1476,2013,"(153, 217, 234)",1
1477,2013,"(200, 191, 231)",1
1478,2013,"(203, 228, 253)",1
1479,2013,"(239, 228, 176)",1
1480,2014,"(127, 127, 127)",5
1481,2014,"(40, 40, 40)",4
1482,2014,"(54, 69, 79)",4
1483,2014,"(105, 105, 105)",4
1484,2014,"(195, 195, 195)",4
1485,2014,"(112, 146, 190)",2
1486,2014,"(239, 228, 176)",2
1487,2014,"(114, 116, 114)",1
1488,2014,"(185, 122, 87)",1
1489,2014,"(203, 228, 253)",1
1490,2015,"(195, 195, 195)",7
1491,2015,"(92, 64, 51)",3
1492,2015,"(185, 122, 87)",3
1493,2015,"(239, 228, 176)",3
1494,2015,"(127, 127, 127)",2
1495,2015,"(40, 40, 40)",1
1496,2015,"(54, 69, 79)",1
1497,2015,"(112, 128, 148)",1
1498,2015,"(114, 116, 114)",1
1499,2015,"(149, 69, 53)",1
1500,2015,"(203, 228, 253)",1
1501,2016,"(127, 127, 127)",2
1502,2016,"(40, 40, 40)",1
1503,2016,"(105, 105, 105)",1
1504,2016,"(153, 217, 234)",1
1505,2016,"(185, 122, 87)",1
1506,2016,"(195, 195, 195)",1
1507,2016,"(239, 228, 176)",1
1508,2017,"(127, 127, 127)",8
1509,2017,"(195, 195, 195)",8
1510,2017,"(54, 69, 79)",5
1511,2017,"(40, 40, 40)",4
1512,2017,"(105, 105, 105)",2
1513,2017,"(200, 191, 231)",2
1514,2017,"(92, 64, 51)",1
1515,2017,"(112, 128, 148)",1
1516,2017,"(112, 146, 190)",1
1517,2017,"(149, 69, 53)",1
1518,2017,"(185, 122, 87)",1
1519,2017,"(203, 228, 253)",1
1520,2017,"(239, 228, 176)",1
1521,2018,"(185, 122, 87)",3
1522,2018,"(40, 40, 40)",2
1523,2018,"(54, 69, 79)",2
1524,2018,"(63, 72, 204)",1
1525,2018,"(127, 127, 127)",1
1526,2018,"(136, 0, 21)",1
1527,2018,"(239, 228, 176)",1
1528,2018,"(255, 255, 255)",1
1529,2019,"(185, 122, 87)",3
1530,2019,"(54, 69, 79)",1
1531,2019,"(105, 105, 105)",1
1532,2019,"(112, 128, 148)",1
1533,2019,"(112, 146, 190)",1
1534,2019,"(195, 195, 195)",1
1535,2020,"(92, 64, 51)",6
1536,2020,"(195, 195, 195)",5
1537,2020,"(112, 128, 148)",4
1538,2020,"(112, 146, 190)",4
1539,2020,"(114, 116, 114)",3
1540,2020,"(105, 105, 105)",2
1541,2020,"(127, 127, 127)",2
1542,2020,"(185, 122, 87)",2
1543,2020,"(0, 0, 0)",1
1544,2020,"(40, 40, 40)",1
1545,2020,"(54, 69, 79)",1
1546,2020,"(153, 217, 234)",1
1547,2021,"(195, 195, 195)",3
1548,2021,"(127, 127, 127)",2
1549,2021,"(255, 255, 255)",2
1550,2021,"(40, 40, 40)",1
1551,2021,"(92, 64, 51)",1
1552,2021,"(105, 105, 105)",1
1553,2021,"(185, 122, 87)",1
1554,2021,"(239, 228, 176)",1
