,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Height (cm),Width (cm),Depth (cm),Weight (kg),Diameter (cm),Length (cm),Circumference (cm),Duration (sec.),cutBy2_0,cutBy2_1,cutBy4_0,cutBy4_1,cutBy4_2,cutBy4_3,cutBy8_0,cutBy8_1,cutBy8_2,cutBy8_3,cutBy8_4,cutBy8_5,cutBy8_6,cutBy8_7
1199,Bridge,Fernand Léger,6624,"French, 1881–1955",French,1881,1955,Male,1908,Oil on canvas,"36 1/2 x 28 5/8"" (92.7 x 72.6 cm)",The Sidney and Harriet Janis Collection,624.1967,Painting,Painting & Sculpture,1967-10-18,Y,80121,http://www.moma.org/collection/works/80121,http://www.moma.org/media/W1siZiIsIjQ4MTgwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=23f1cc304a0026c8,92.7,72.6,,,,,,,62645a,9b9586,8d8777,aaa394,54574e,707167,52584f,9f9a8c,5d6055,8d8777,707167,44473e,afa794,b9b2a5
1200,The Violinist (Le Violoniste),Jean Dubuffet,1633,"French, 1901–1985",French,1901,1985,Male,1944,Oil on canvas,"23 3/4 x 28 3/4"" (60.4 x 73 cm)",Nina and Gordon Bunshaft Bequest,625.1994,Painting,Painting & Sculpture,1994-12-08,Y,80124,http://www.moma.org/collection/works/80124,http://www.moma.org/media/W1siZiIsIjEyODE4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7902943e3787164e,60.3,73.0,,,,,,,595b34,c8b444,6b753c,46422c,baa03d,d5c94b,c0b342,4e653f,d5c94b,5b4629,b48d39,888538,2d361b,374544
1201,Random Site with 5 Personages from the Sites Aléatoires series,Jean Dubuffet,1633,"French, 1901–1985",French,1901,1985,Male,1982,Synthetic polymer paint and cut-and-pasted paper mounted on canvas,"26 1/2 x 39 1/4"" (67.4 x 99.7 cm)",Nina and Gordon Bunshaft Bequest,626.1994,Painting,Painting & Sculpture,1994-12-08,Y,80126,http://www.moma.org/collection/works/80126,http://www.moma.org/media/W1siZiIsIjE3NDgzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=793d45769948d45e,67.4,99.7,,,,,,,33242f,ad5b56,a32a24,33242f,a35458,cdc1ba,a32a24,31212e,2d1a1b,b9a5a2,e1ded1,433c56,a83e40,9d6a70
1202,Slowly Toward the North,Yves Tanguy,5804,"American, born France. 1900–1955",American,1900,1955,Male,1942,Oil on canvas,"42 x 36"" (106.7 x 91.4 cm)",Gift of Philip Johnson,627.1943,Painting,Painting & Sculpture,1943-11-04,Y,80127,http://www.moma.org/collection/works/80127,http://www.moma.org/media/W1siZiIsIjIwNDYxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a69e1d3f612b0148,106.7,91.4,,,,,,,26282d,444851,26282d,2f343b,43464c,6d7481,26282d,3c434a,333f4e,2f343b,445265,95979d,4a4b4b,8a6049
1203,Gregory,Billy Al Bengston,472,"American, 1934-2022",American,1934,2022,Male,1961,Lacquer and synthetic enamel on board,"48 1/8 x 48 1/8"" (122 x 122 cm)",Larry Aldrich Foundation Fund,628.1965,Painting,Painting & Sculpture,1965-10-07,Y,80129,http://www.moma.org/collection/works/80129,http://www.moma.org/media/W1siZiIsIjExNzMwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=de6ad32477bf027e,122.0,122.0,,,,,,,d0792c,a3a08e,d0792c,93855e,798d96,eeebe5,f5f4f2,638096,7e7b65,a98f56,d0792c,909996,dfd5c7,f0eeea
1204,Building Facades,Jean Dubuffet,1633,"French, 1901–1985",French,1901,1985,Male,1946,Oil on canvas,"51 3/4 x 63 7/8"" (130.5 x 162.3 cm)",Nina and Gordon Bunshaft Bequest,628.1994,Painting,Painting & Sculpture,1994-12-08,Y,80130,http://www.moma.org/collection/works/80130,http://www.moma.org/media/W1siZiIsIjE1MTQyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c8f2a9a2b9623c2,131.4,162.2,,,,,,,362e30,635d5c,514a49,362e30,665f5e,85817f,665f5e,969492,777270,514a49,878280,362e30,a2a1a3,b3b1af
1205,Synchromy in Blue,Stanton Macdonald-Wright,3663,"American, 1890–1973",American,1890,1973,Male,1917,Oil on canvas,"26 1/4 x 20 1/8"" (66.4 x 51.1 cm)",The Sidney and Harriet Janis Collection,629.1967,Painting,Painting & Sculpture,1967-10-18,Y,80131,http://www.moma.org/collection/works/80131,http://www.moma.org/media/W1siZiIsIjI0Njc4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=40a33728ebd1a3ae,66.4,51.1,,,,,,,423e3e,8d7968,423e3e,7e6051,97886a,a19d93,8e928f,b3a897,826c69,7a533a,40322b,434a50,85836d,aa8e68
1206,Head of a Girl from the Assemblages d'empreintes series,Jean Dubuffet,1633,"French, 1901–1985",French,1901,1985,Male,1954,Oil on canvas,"11 1/4 x 9 1/2"" (28.6 x 24.1 cm)",Nina and Gordon Bunshaft Bequest,630.1994,Painting,Painting & Sculpture,1994-12-08,Y,80135,http://www.moma.org/collection/works/80135,http://www.moma.org/media/W1siZiIsIjIwOTE4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=06af23a698dc3d65,28.6,24.1,,,,,,,232725,a59068,232725,c2ac7b,655844,ab8f65,3f3f36,232725,af966b,c2ac7b,a6875f,806c50,4d4739,614c3a
1207,Window at Vers,André Derain,1500,"French, 1880–1954",French,1880,1954,Male,1912,Oil on canvas,"51 1/2 x 35 1/4"" (130.8 x 89.5 cm)","Abby Aldrich Rockefeller Fund, purchased in memory of Mrs. Cornelius J. Sullivan",631.1939,Painting,Painting & Sculpture,1939-12-08,Y,80136,http://www.moma.org/collection/works/80136,http://www.moma.org/media/W1siZiIsIjIwOTE4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=76195a7d758555ad,130.8,89.5,,,,,,,3f4244,78786f,625e55,3f4244,7b7f76,a3a49b,9a9b91,737971,474a49,83857a,373a3e,acada6,62584a,61645f
1208,"The Palace of Curtains, III",René Magritte,3692,"Belgian, 1898–1967",Belgian,1898,1967,Male,1928,Oil on canvas,"32 x 45 7/8"" (81.2 x 116.4 cm)",The Sidney and Harriet Janis Collection,631.1967,Painting,Painting & Sculpture,1967-10-18,Y,80137,http://www.moma.org/collection/works/80137,http://www.moma.org/media/W1siZiIsIjI2MzU0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=72ea9e3ea0e52dc7,81.2,116.4,,,,,,,554d3d,999b98,b6b5ae,554d3d,777772,828b91,aeada9,625845,bebcb2,7e858a,716859,828b91,3f3c30,534a3a
1209,"Solution of Continuity, 24",Hisao Domoto,1582,"Japanese, 1928–2013",Japanese,1928,2013,Male,1964,Oil and synthetic polymer paint on canvas,"63 5/8 x 51 1/8"" (161.6 x 129.8 cm)",Gift of Mr. and Mrs. David Kluger,631.1977,Painting,Painting & Sculpture,1977-12-13,Y,80138,http://www.moma.org/collection/works/80138,http://www.moma.org/media/W1siZiIsIjIwOTE4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=281f69619fb08816,161.6,129.8,,,,,,,2f353e,463b43,383c46,2f353e,3b3e49,6c3937,9a3025,323842,383c46,3b3e49,8b3229,2c333a,4b3c41,40444e
1210,Chairman of the Board,Helen Frankenthaler,1974,"American, 1928–2011",American,1928,2011,Female,1971,Acrylic and felt-tip pen on canvas,"7' 4 1/4"" x 16' 2 1/4"" (224.2 x 493.2 cm)",Nina and Gordon Bunshaft Bequest,631.1994,Painting,Painting & Sculpture,1994-12-08,Y,80139,http://www.moma.org/collection/works/80139,http://www.moma.org/media/W1siZiIsIjUyNzcyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=803c4b23bc96538f,224.2,493.4,,,,,,,ea9c5d,f0ab6c,ef9c57,f0ab6c,e18a44,e8ae81,ed9047,ee9147,e98d45,896134,ef9c57,f0ab6c,e79256,eacaac
1211,The Leaf of the Artichoke Is an Owl,Arshile Gorky,2252,"American, born Van Province, Ottoman Empire (present-day Turkey). c. 1904–1948",American,1904,1948,Male,1944,Oil on canvas,"28 x 35 7/8"" (71.1 x 91.2 cm)",Sidney and Harriet Janis Collection Fund,632.1977,Painting,Painting & Sculpture,1977-12-13,Y,80143,http://www.moma.org/collection/works/80143,http://www.moma.org/media/W1siZiIsIjIwNDMzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4ed6008b531229b6,71.1,91.2,,,,,,,6f6a5f,bcb4a2,cbc5b9,aea38c,585146,868278,38342f,cbc5b9,534941,6a6354,b5ad95,868278,a69573,a69e92
1212,Echo of a Scream,David Alfaro Siqueiros,5454,"Mexican, 1896–1974",Mexican,1896,1974,Male,1937,Enamel on wood,"48 x 36"" (121.9 x 91.4 cm)",Gift of Edward M. M. Warburg,633.1939,Painting,Painting & Sculpture,1939-12-08,Y,80144,http://www.moma.org/collection/works/80144,http://www.moma.org/media/W1siZiIsIjE1MTQyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f8d3ccb7deec9872,121.9,91.4,,,,,,,302f2b,6b655b,302f2b,575049,6e695f,918a7a,8e8a7c,6e695f,847d6e,504c46,302f2b,aea391,58534d,63544b
1213,Savanna,Gonzalo Ariza,217,"Colombian, 1912–1995",Colombian,1912,1995,Male,1942,Oil on canvas,"19 3/8 x 19 1/4"" (49.2 x 48.9 cm)",Inter-American Fund,633.1942,Painting,Painting & Sculpture,1942-12-29,Y,80145,http://www.moma.org/collection/works/80145,http://www.moma.org/media/W1siZiIsIjQ0MDc2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=be0fb0379ca09a12,49.2,48.9,,,,,,,6b7475,9da19a,768081,5f6869,90948e,a9aea7,56646c,9da4a0,68706f,b6b7ae,768081,90948e,4b555a,5d615c
1214,Tableau no. 2 / Composition no. V,Piet Mondrian,4057,"Dutch, 1872–1944",Dutch,1872,1944,Male,1914,Oil on canvas,"21 5/8 x 33 5/8"" (54.8 x 85.3 cm)",The Sidney and Harriet Janis Collection,633.1967,Painting,Painting & Sculpture,1967-10-18,Y,80146,http://www.moma.org/collection/works/80146,http://www.moma.org/media/W1siZiIsIjM4NjUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34020e30a98fb64a,54.8,85.3,,,,,,,75736e,998c7e,7e7d79,998c7e,615f5a,78736e,615c58,6d6c68,78736e,968872,7e7d79,9c918b,403e3a,514f4b
1215,The Mirror,Fernand Léger,6624,"French, 1881–1955",French,1881,1955,Male,1925,Oil on canvas,"51 x 39 1/4"" (129.6 x 99.6 cm)",Nina and Gordon Bunshaft Bequest,633.1994,Painting,Painting & Sculpture,1994-12-08,Y,80147,http://www.moma.org/collection/works/80147,http://www.moma.org/media/W1siZiIsIjE1MTQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3cf36ff916a7dccd,129.5,99.7,,,,,,,3d3a36,b5987f,b8b6b3,b27a4b,131514,676059,aa542e,28302b,131514,b8b6b3,848280,baa068,6a422f,6e5740
1216,Two Female Models in the Studio,Philip Pearlstein,4529,"American, born 1924",American,1924,0,Male,1967,Oil on canvas,"50 1/8 x 60 1/4"" (127.3 x 153.1 cm)",Gift of Mr. and Mrs. Stephen B. Booke,634.1973,Painting,Painting & Sculpture,1973-12-31,Y,80150,http://www.moma.org/collection/works/80150,http://www.moma.org/media/W1siZiIsIjE1MTQyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=867d1ca9361dfd06,127.3,153.1,,,,,,,60543a,a49977,49402b,776948,9e916d,aaa181,373224,493a26,6e5c3c,534a32,817555,9e916d,a39d7e,b2a684
1217,Bowl of Fruit,Henri Laurens,3409,"French, 1885–1954",French,1885,1954,Male,1922,Glazed stoneware,"14 1/8 x 13 1/8"" (36 x 33.4 cm)",Gift of Dr. and Mrs. Arthur Luce Klein,634.1977,Painting,Painting & Sculpture,1977-12-13,Y,80151,http://www.moma.org/collection/works/80151,http://www.moma.org/media/W1siZiIsIjUyMDQ3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=06a09bc4b6b0580c,36.0,33.4,,,,,,,746254,a7a39f,867160,625348,9b9691,b4b0ac,a8a29c,9b9691,c0bebd,8d8074,615a55,644b3a,7c5c46,846752
1218,Composition with Red and Blue,Piet Mondrian,4057,"Dutch, 1872–1944",Dutch,1872,1944,Male,1933,Oil on canvas,"16 1/4 x 13 1/8"" (41.2 x 33.3 cm)",The Sidney and Harriet Janis Collection,635.1967,Painting,Painting & Sculpture,1967-10-18,Y,80153,http://www.moma.org/collection/works/80153,http://www.moma.org/media/W1siZiIsIjE1OTEzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=639cf9e6251f11ab,41.2,33.3,,,,,,,ad9087,e7e4df,e7e4df,e3e0d6,322329,bb5f47,e7e4df,3b3132,201e29,1a1924,ac462f,bb5f47,e2dfd3,e5e2d9
1219,"""Or The Mocked Mocker""",Paul Klee,3130,"German, born Switzerland. 1879–1940",German,1879,1940,Male,1930,Oil on canvas,"17 x 20 5/8"" (43.2 x 52.4 cm)",Gift of J. B. Neumann,637.1939,Painting,Painting & Sculpture,1939-12-08,Y,80157,http://www.moma.org/collection/works/80157,http://www.moma.org/media/W1siZiIsIjIxMTczOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=949f3d194ac566b4,43.2,52.4,,,,,,,40362d,4b3d31,453930,40362d,463b32,5c4534,463b32,644b36,514032,453930,40362d,624434,724c39,80653c
1220,"Composition in Yellow, Blue, and White, I",Piet Mondrian,4057,"Dutch, 1872–1944",Dutch,1872,1944,Male,1937,Oil on canvas,"22 1/2 x 21 3/4"" (57.1 x 55.2 cm)",The Sidney and Harriet Janis Collection,637.1967,Painting,Painting & Sculpture,1967-10-18,Y,80158,http://www.moma.org/collection/works/80158,http://www.moma.org/media/W1siZiIsIjIyMzY5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=74bbfec8902d053d,57.1,55.2,,,,,,,9f9c93,e3e1da,e3e1da,d8d5c9,232224,a9a597,1a1919,e3e1da,c6c2b5,a9a387,d8d5c9,2b2c2e,5f5e5a,7d7c77
1221,"Composition in Red, Blue, and Yellow",Piet Mondrian,4057,"Dutch, 1872–1944",Dutch,1872,1944,Male,1937,Oil on canvas,"23 3/4 x 21 7/8"" (60.3 x 55.4 cm)",The Sidney and Harriet Janis Collection,638.1967,Painting,Painting & Sculpture,1967-10-18,Y,80160,http://www.moma.org/collection/works/80160,http://www.moma.org/media/W1siZiIsIjI2NTg4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6b61bce459ba4a44,60.3,55.4,,,,,,,84807a,ecece6,ecece6,393a3d,b8a58f,e6e5df,e6e5df,ecece6,a09f9c,292929,9b5e47,d2ccac,383736,5b616a
1222,Accident in the Air,Anton Refregier,4845,"American, born Russia. 1905–1979",American,1905,1979,Male,1939,Oil on board,"19 x 23"" (48.3 x 58.4 cm)","Gift of the New York World's Fair, 1939",641.1939,Painting,Painting & Sculpture,1939-12-08,Y,80161,http://www.moma.org/collection/works/80161,http://www.moma.org/media/W1siZiIsIjIwOTIwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8699c6532a956bab,48.3,58.4,,,,,,,212732,7b6d56,212732,594a3d,8d7c56,aca588,b4ab8c,704732,a59f84,6b634f,8d7c56,212732,44362c,454748
1223,"Glass, Guitar, and Bottle",Pablo Picasso,4609,"Spanish, 1881–1973",Spanish,1881,1973,Male,1913,"Oil, cut-and-pasted newspaper, charcoal, and pencil on canvas","25 3/4 x 21 1/8"" (65.4 x 53.6 cm)",The Sidney and Harriet Janis Collection,641.1967,Painting,Painting & Sculpture,1967-10-18,Y,80162,http://www.moma.org/collection/works/80162,http://www.moma.org/media/W1siZiIsIjIwMDUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d53c391691928fac,65.4,53.6,,,,,,,37342d,aca897,d1cfbf,37342d,7c735e,949081,1d1d1b,827a66,d1cfbf,4a463b,2d2821,756c55,8b8779,9e9889
1224,The Balcony,Cundo Bermúdez,507,"Cuban, 1914–2008",Cuban,1914,2008,Male,1941,Oil on canvas,"29 x 23 1/8"" (73.7 x 58.7 cm)","Gift of Edgar Kaufmann, Jr.",644.1942,Painting,Painting & Sculpture,1942-12-29,Y,80165,http://www.moma.org/collection/works/80165,http://www.moma.org/media/W1siZiIsIjE2MTM3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e4adabb5a66d384d,73.7,58.7,,,,,,,46474a,8d6d5a,804d3e,9a8e77,453d30,465264,7e402e,9a8153,453d30,444f47,9b9a9a,485481,7f5c3a,875961
1225,Painter and Model,Pablo Picasso,4609,"Spanish, 1881–1973",Spanish,1881,1973,Male,1928,Oil on canvas,"51 1/8 x 64 1/4"" (129.8 x 163 cm)",The Sidney and Harriet Janis Collection,644.1967,Painting,Painting & Sculpture,1967-10-18,Y,80166,http://www.moma.org/collection/works/80166,http://www.moma.org/media/W1siZiIsIjE1MTQzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b00d39665d28cea,129.8,163.0,,,,,,,3b383c,c5bda8,d7d4cf,3b383c,ad9957,b8b5ad,d7d4cf,25252e,cdac3e,423f41,8d866f,615551,a8a5a0,c9c5ba
1226,Peter Hunt's Antique Shop,"Edward C. (""Pa"") Hunt",2768,"American, 1870–1934",American,1870,1934,Male,1930,Oil on canvas,"20 x 30 1/8"" (50.8 x 76.5 cm)",Abby Aldrich Rockefeller Fund,645.1939,Painting,Painting & Sculpture,1939-12-08,Y,80168,http://www.moma.org/collection/works/80168,http://www.moma.org/media/W1siZiIsIjUwMjEwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=422dc376db6c72fa,50.8,76.5,,,,,,,414844,878579,414844,686454,91948d,b9bab0,c0c1b8,5e5849,656c60,7f745e,b3b2a8,91948d,3b403d,46504c
1227,New Chicago Athletic Club,Antonio Berni,517,"Argentine, 1905–1981",Argentine,1905,1981,Male,1937,Oil on canvas,"6' 3/4"" x 9' 10 1/4"" (184.8 x 300.4 cm)",Inter-American Fund,645.1942,Painting,Painting & Sculpture,1942-12-29,Y,80169,http://www.moma.org/collection/works/80169,http://www.moma.org/media/W1siZiIsIjQ0MTAzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=42aa8f1acfb53813,184.8,300.4,,,,,,,413f3f,755c4e,6e4b3c,7b6c61,3e332e,434b50,3e332e,72746c,6f5d58,725643,6b4035,434b50,9b7e55,9f8a7a
1228,Free Form,Jackson Pollock,4675,"American, 1912–1956",American,1912,1956,Male,1946,Oil on canvas,"19 1/4 x 14"" (48.9 x 35.5 cm)",The Sidney and Harriet Janis Collection,645.1967,Painting,Painting & Sculpture,1967-10-18,Y,80170,http://www.moma.org/collection/works/80170,http://www.moma.org/media/W1siZiIsIjQ5MDIzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=de1a86c4a8ed4907,48.9,35.5,,,,,,,2e2a28,946d5e,864b3b,2e2a28,8d7266,b6ac9d,d0ccb9,c0afa0,1d1b1b,a39a8e,3e3935,864b3b,797067,a17565
1229,Odol,Stuart Davis,1412,"American, 1892–1964",American,1892,1964,Male,1924,Oil on cardboard,"24 x 18"" (60.9 x 45.6 cm)",Mary Sisler Bequest (by exchange) and purchase,645.1997,Painting,Painting & Sculpture,1997-12-16,Y,80171,http://www.moma.org/collection/works/80171,http://www.moma.org/media/W1siZiIsIjMyMTkwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=98635f6c39328a68,61.0,45.7,,,,,,,494846,cad3cc,eff4ea,494846,939d95,b5c9c7,797e75,585654,8c9991,a4aea7,b5c9c7,3a3937,e5ebdf,fafdf5
1230,The Sleeping Gypsy,Henri Rousseau,5056,"French, 1844–1910",French,1844,1910,Male,1897,Oil on canvas,"51"" x 6' 7"" (129.5 x 200.7 cm)",Gift of Mrs. Simon Guggenheim,646.1939,Painting,Painting & Sculpture,1939-12-08,Y,80172,http://www.moma.org/collection/works/80172,http://www.moma.org/media/W1siZiIsIjE1MTQzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d8afee04c0454b41,129.5,200.7,,,,,,,3a3938,5e605e,4e5558,3a3938,675e54,757773,636d71,7b766b,4e5558,675e54,2f3131,44423e,8b8573,989589
1231,"Marilyn Monroe, I",James Rosenquist,5021,"American, 1933–2017",American,1933,2017,Male,1962,Oil and spray enamel on canvas,"7' 9"" x 6' 1/4"" (236.2 x 183.3 cm)",The Sidney and Harriet Janis Collection,646.1967,Painting,Painting & Sculpture,1967-10-18,Y,80174,http://www.moma.org/collection/works/80174,http://www.moma.org/media/W1siZiIsIjE1MTQzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=967bc429f05e701f,236.2,183.3,,,,,,,aaa1a0,d9ceb4,c4c1b5,d9ceb4,6a6b82,b49796,dbd7c6,c7c7c1,7f85a1,c2baa8,555263,b49796,d5bc94,dad0b0
1232,Conversion to Her,Francesco Clemente,1145,"Italian, born 1952",Italian,1952,0,Male,1983,"Fresco, three panels","8' x 9' 4 7/8"" x 2 3/4"" (244 x 286.7 x 7 cm)",Anne and Sid Bass Fund,646.1983.a-c,Painting,Painting & Sculpture,1983-10-11,Y,80175,http://www.moma.org/collection/works/80175,http://www.moma.org/media/W1siZiIsIjIxMTc0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=13ce11c55b263c91,244.0,286.7,7.0,,,,,,9d9a8a,c1baaa,a6a99f,948a75,bfae94,c3c6bf,928c78,c3c6bf,857865,a6a99f,a4987e,656357,bca48a,c1b89e
1233,No. F,Yayoi Kusama,3315,"Japanese, born 1929",Japanese,1929,0,Female,1959,Oil on canvas,"41 1/2 x 52"" (105.4 x 132.1 cm)",Sid R. Bass Fund,646.1997,Painting,Painting & Sculpture,1997-12-16,Y,80176,http://www.moma.org/collection/works/80176,http://www.moma.org/media/W1siZiIsIjE1MTQzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6e52ffe35acc38b4,105.4,132.1,,,,,,,c9c5ba,d7d4c7,cfccc0,d7d4c7,bab7ac,cac6ba,c4c1b6,bfbbae,b6b3a9,cac6ba,cfccc0,d7d4c7,716f69,aaa7a0
1234,"No. 14 (Horizontals, White over Darks)",Mark Rothko,5047,"American, born Russia (now Latvia). 1903–1970",American,1903,1970,Male,1961,Oil on canvas,"56 1/2"" x 7' 9 3/8"" (143.3 x 237 cm)",The Sidney and Harriet Janis Collection,647.1967,Painting,Painting & Sculpture,1967-10-18,Y,80177,http://www.moma.org/collection/works/80177,http://www.moma.org/media/W1siZiIsIjIwMjkzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c866a0c70ef22f93,143.3,237.0,,,,,,,333334,706c66,403a33,333334,777672,c9c8bf,403a33,9b9b99,b3b3ae,333334,c9c8bf,7f7f7d,494440,55524f
1235,Fez (2),Frank Stella,5640,"American, born 1936",American,1936,0,Male,1964,Fluorescent alkyd on canvas,"6' 7 1/8"" x 6' 7 1/8"" (195.6 x 195.6 cm)",Gift of Lita Hornick,647.1997,Painting,Painting & Sculpture,1997-12-16,Y,80178,http://www.moma.org/collection/works/80178,http://www.moma.org/media/W1siZiIsIjUyODA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=88f864be531e155d,201.0,201.0,,,,,,,5aaf5a,eeae49,4ca850,eeae49,51af53,7dbb76,f0ae46,efa73d,4ca850,5cb467,9ec184,eabb64,4faf52,52af53
1236,Painting 1943,Ben Nicholson,4293,"British, 1894–1982",British,1894,1982,Male,1943,Gouache and pencil on board mounted on painted wood frame,"9 3/4 x 10"" (24.6 x 25.3 cm) including painted wood frame",Nina and Gordon Bunshaft Bequest,648.1994,Painting,Painting & Sculpture,1994-12-08,Y,80179,http://www.moma.org/collection/works/80179,http://www.moma.org/media/W1siZiIsIjE2Njk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=044f2acf7ddecc8b,24.8,25.4,,,,,,,c0b6a7,dbdad6,d1ccc1,dbdad6,918176,ccbfa5,201f1d,ccbfa5,d1ccc1,bbac9d,dbdad6,a3867d,22211f,473330
1237,Bird Blast,Fred Tomaselli,7673,"American, born 1956",American,1956,0,Male,1997,"Pills, leaves, collage, synthetic polymer paint, and resin on wood panel","60 x 60"" (152.4 x 152.4 cm)",Gift of Douglas S. Cramer,648.1997,Painting,Painting & Sculpture,1997-12-16,Y,80180,http://www.moma.org/collection/works/80180,http://www.moma.org/media/W1siZiIsIjE2MDU0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c2991f673164acb4,152.4,152.4,,,,,,,2d251e,6c4c36,5f3927,2d251e,644c3b,8c7350,796342,7c6d59,99733f,5f3927,2d251e,644c3b,9f7f56,a79375
